row,original_name,normalized_name,candidate_cas,reason
172,MAA/MA/V A 15/17.5/,MAA/MA/V A 15/17.5/,,not found in PubChem
173,MAA/MA/V A 15/27.5/,MAA/MA/V A 15/27.5/,,not found in PubChem
174,MACRYNAL SM 510N,MACRYNAL SM 510N,,not found in PubChem
176,MMA/CYCLOL 58/42,MMA/CYCLOL 58/42,,not found in PubChem
177,MMA/EA 25/75,MMA/EA 25/75,,not found in PubChem
178,MMA/EA 50/50,MMA/EA 50/50,,not found in PubChem
179,MMA/EA/AA,MMA/EA/AA,,not found in PubChem
180,MMA/EA/AGE 40/40/20,MMA/EA/AGE 40/40/20,,not found in PubChem
181,MMA/EA/AN 40/40/20,MMA/EA/AN 40/40/20,,not found in PubChem
182,MMA/EA/AN 55/30/15?,MMA/EA/AN 55/30/15?,,not found in PubChem
183,MMA/EA/BAMA 40/40/20,MMA/EA/BAMA 40/40/20,,not found in PubChem
184,MMA/EA/BVBE 40/40/20,MMA/EA/BVBE 40/40/20,,not found in PubChem
185,MMA/EA/CYCLOL,MMA/EA/CYCLOL,,not found in PubChem
186,MMA/EA/MAM 40/40/20,MMA/EA/MAM 40/40/20,,not found in PubChem
187,MMA/EA/MAM 45/45/10?,MMA/EA/MAM 45/45/10?,,not found in PubChem
188,MODAFLOW,MODAFLOW,,not found in PubChem
189,MOWILITH 50 PVAC,MOWILITH 50 PVAC,,not found in PubChem
190,MOWITAL B 30 H,MOWITAL B 30 H,,not found in PubChem
191,MOWITAL B 60 H,MOWITAL B 60 H,,not found in PubChem
192,MYLAR PET,MYLAR PET,,not found in PubChem
193,NAT RUBBER,NAT RUBBER,,not found in PubChem
195,NATURAL RUBBER 1 HR,NATURAL RUBBER 1 HR,,not found in PubChem
196,NATURAL RUBBER 20 MIN,NATURAL RUBBER 20 MIN,,not found in PubChem
197,NATURAL RUBBER 4 HR,NATURAL RUBBER 4 HR,,not found in PubChem
198,NEOPRENE 1 HR,NEOPRENE 1 HR,,not found in PubChem
199,NEOPRENE 20 MIN,NEOPRENE 20 MIN,,not found in PubChem
200,NEOPRENE 4 HR,NEOPRENE 4 HR,,not found in PubChem
201,NEOPRENE CR,NEOPRENE CR,,not found in PubChem
202,NITRILE 1 HR,NITRILE 1 HR,,not found in PubChem
203,NITRILE 20 MIN,NITRILE 20 MIN,,not found in PubChem
204,NITRILE 4 HR,NITRILE 4 HR,,not found in PubChem
210,PA11 CR,PA11 CR,,not found in PubChem
211,PA6 CR,PA6 CR,,not found in PubChem
212,PA66 SOL,PA66 SOL,,not found in PubChem
213,PALM OIL,PALM OIL,,not found in PubChem
214,PAN,PAN,,not found in PubChem
215,PARALOID B72,PARALOID B72,,not found in PubChem
216,PARALOID EXPER. RES. QR 954,PARALOID EXPER. RES. QR 954,,not found in PubChem
217,PARALOID P 400,PARALOID P 400,,not found in PubChem
218,PARALOID P 410,PARALOID P 410,,not found in PubChem
219,PARAPOL S-50,PARAPOL S-50,,not found in PubChem
220,PARAPOL S-60,PARAPOL S-60,,not found in PubChem
221,PARLON P 10,PARLON P 10,,not found in PubChem
222,PBMA (10%),PBMA (10%),,not found in PubChem
223,PBMA?,PBMA?,,not found in PubChem
224,PBUTYLACRYLATE,PBUTYLACRYLATE,,not found in PubChem
225,PC,PC,,not found in PubChem
226,PCTFE,PCTFE,,not found in PubChem
227,PE,PE,,not found in PubChem
228,PE? CR QUESTIONABLE V ALUES,PE? CR QUESTIONABLE V ALUES,,not found in PubChem
229,PECTFE SOL AT HIGH TEMP.,PECTFE SOL AT HIGH TEMP.,,not found in PubChem
230,PEI 1200PSI,PEI 1200PSI,,not found in PubChem
231,PEI 2400PSI,PEI 2400PSI,,not found in PubChem
232,PEI 600PSI,PEI 600PSI,,not found in PubChem
233,PEMA (10%),PEMA (10%),,not found in PubChem
234,PENTA BENZ MAL,PENTA BENZ MAL,,not found in PubChem
235,PENTALYN 255,PENTALYN 255,,not found in PubChem
236,PENTALYN 830,PENTALYN 830,,not found in PubChem
237,PEO 4000 ? HEATED SAMPLES,PEO 4000 ? HEATED SAMPLES,,not found in PubChem
238,PEO 4000 ? SAMPLES HEA TED,PEO 4000 ? SAMPLES HEA TED,,not found in PubChem
239,PERGUT S 5,PERGUT S 5,,not found in PubChem
240,PES L B + C =1,PES L B + C =1,,not found in PubChem
241,PES L C=1,PES L C=1,,not found in PubChem
242,PES SOL,PES SOL,,not found in PubChem
244,PETP CR,PETP CR,,not found in PubChem
245,PHENODUR 373U,PHENODUR 373U,,not found in PubChem
246,PHENOLIC,PHENOLIC,,not found in PubChem
247,PHENOLICS,PHENOLICS,,not found in PubChem
248,PIBMA (10%),PIBMA (10%),,not found in PubChem
249,PICCOFLEX 120,PICCOFLEX 120,,not found in PubChem
250,PICCOPALE 110,PICCOPALE 110,,not found in PubChem
251,PICCORONE 450L,PICCORONE 450L,,not found in PubChem
252,PKHH,PKHH,,not found in PubChem
253,PLASTOKYD AC4X (30%),PLASTOKYD AC4X (30%),,not found in PubChem
254,PLASTOKYD S27 (30%),PLASTOKYD S27 (30%),,not found in PubChem
255,PLASTOKYD SC140 (30%),PLASTOKYD SC140 (30%),,not found in PubChem
256,PLASTOKYD SC400 (30%),PLASTOKYD SC400 (30%),,not found in PubChem
257,PLASTOPAL H,PLASTOPAL H,,not found in PubChem
258,PLEXAL C-34,PLEXAL C-34,,not found in PubChem
259,PLEXIGUM M527,PLEXIGUM M527,,not found in PubChem
260,PLEXIGUM MB319,PLEXIGUM MB319,,not found in PubChem
261,PLIOLITE P1230,PLIOLITE P1230,,not found in PubChem
262,PLIOLYTE S-100,PLIOLYTE S-100,,not found in PubChem
263,PMMA,PMMA,,not found in PubChem
264,PMMA CR,PMMA CR,,not found in PubChem
266,Poly n-butyl methacrylate (PnBMA),Poly n-butyl methacrylate (PnBMA),,not found in PubChem
267,Poly(methyl methacrylate) (PMMA),Poly(methyl methacrylate) (PMMA),,not found in PubChem
272,POLYCYCLOLa,POLYCYCLOLa,,not found in PubChem
277,POLYETHYLENE 1 HR,POLYETHYLENE 1 HR,,not found in PubChem
278,POLYETHYLENE 20 MIN,POLYETHYLENE 20 MIN,,not found in PubChem
279,POLYETHYLENE 4 HR,POLYETHYLENE 4 HR,,not found in PubChem
281,POLYETHYLENESULFIDE (GOOD),POLYETHYLENESULFIDE (GOOD),,not found in PubChem
282,Polyimide,Polyimide,,not found in PubChem
285,POLYISOPRENE SW,POLYISOPRENE SW,,not found in PubChem
291,Polypropylene (PP),Polypropylene (PP),,not found in PubChem
292,POLYSAR 5630,POLYSAR 5630,,not found in PubChem
294,POLYSTYRENE LG,POLYSTYRENE LG,,not found in PubChem
297,Polyurethane (general),Polyurethane (general),,not found in PubChem
298,Polyurethanes,Polyurethanes,,not found in PubChem
303,POLYVINYLALCOHOL 1 HR,POLYVINYLALCOHOL 1 HR,,not found in PubChem
304,POLYVINYLALCOHOL 20 MIN,POLYVINYLALCOHOL 20 MIN,,not found in PubChem
305,POLYVINYLALCOHOL 4 HR,POLYVINYLALCOHOL 4 HR,,not found in PubChem
306,POLYVINYLBUTYL ETHER,POLYVINYLBUTYL ETHER,,not found in PubChem
309,POLYVINYLIDINE FLUORIDE SOL.,POLYVINYLIDINE FLUORIDE SOL.,,not found in PubChem
311,POMH+POMC CR,POMH+POMC CR,,not found in PubChem
312,PP,PP,,not found in PubChem
313,PPO CR,PPO CR,,not found in PubChem
314,PPS CR 93°C,PPS CR 93°C,,not found in PubChem
315,PPS TS60%12MO,PPS TS60%12MO,,not found in PubChem
316,PS,PS,,not found in PubChem
317,PSORIASIS SCALES,PSORIASIS SCALES,,not found in PubChem
318,PSU CR,PSU CR,,not found in PubChem
319,PSU ULTRASON S,PSU ULTRASON S,,not found in PubChem
320,PTFE L80 CR,PTFE L80 CR,,not found in PubChem
321,pTOLSULFONAMIDE-FORMALDEH,pTOLSULFONAMIDE-FORMALDEH,,not found in PubChem
322,PUR,PUR,"Multiple CIDs: [68368, 248425]",ambiguous
323,PUR CR,PUR CR,,not found in PubChem
324,PV AC,PV AC,,not found in PubChem
325,PVBE,PVBE,,not found in PubChem
326,PVC,PVC,,not found in PubChem
327,PVC 1 HR,PVC 1 HR,,not found in PubChem
328,PVC 20 MIN,PVC 20 MIN,,not found in PubChem
329,PVC 4 HR,PVC 4 HR,,not found in PubChem
330,PVDC (110C) SOLUBILITY,PVDC (110C) SOLUBILITY,,not found in PubChem
331,PVDC (130C) SOLUBILITY,PVDC (130C) SOLUBILITY,,not found in PubChem
332,PVEE,PVEE,,not found in PubChem
333,PVETHYLETHER?,PVETHYLETHER?,,not found in PubChem
334,PVF? (DMF ONLY GOOD SOLVENT),PVF? (DMF ONLY GOOD SOLVENT),,not found in PubChem
335,PVIBE,PVIBE,,not found in PubChem
336,PVINYLBUTYLETHER,PVINYLBUTYLETHER,,not found in PubChem
337,"PVOH (NOT GOOD, SEE CHAP. 5)","PVOH (NOT GOOD, SEE CHAP. 5)",,not found in PubChem
338,R ABS,R ABS,,not found in PubChem
339,R ACM,R ACM,,not found in PubChem
340,R AU ESTER PU,R AU ESTER PU,,not found in PubChem
341,R BUTYL,R BUTYL,,not found in PubChem
342,R CELLULOSE ACETATE,R CELLULOSE ACETATE,,not found in PubChem
343,R CHLORINATED PVC,R CHLORINATED PVC,,not found in PubChem
344,R CR CHLOROPRENE,R CR CHLOROPRENE,,not found in PubChem
345,R CSM,R CSM,,not found in PubChem
346,R DIALLYLPHTHALATE,R DIALLYLPHTHALATE,,not found in PubChem
347,R EBONITE (DATA FIT 0.722),R EBONITE (DATA FIT 0.722),,not found in PubChem
348,R ECO,R ECO,,not found in PubChem
349,R EPOXY COLD CURING,R EPOXY COLD CURING,,not found in PubChem
350,R EPOXY HOT CURING,R EPOXY HOT CURING,,not found in PubChem
351,R ETHYLENE/PROPYLENE,R ETHYLENE/PROPYLENE,,not found in PubChem
352,R FKM (VITON) (0.76 DATA FIT),R FKM (VITON) (0.76 DATA FIT),,not found in PubChem
353,R FQ FL/SI,R FQ FL/SI,,not found in PubChem
354,R HDPE/LDPE,R HDPE/LDPE,,not found in PubChem
355,R HET RESIN,R HET RESIN,,not found in PubChem
356,R ISOPHTHALIC,R ISOPHTHALIC,,not found in PubChem
357,R NBR,R NBR,,not found in PubChem
358,R NR NAT RUB,R NR NAT RUB,,not found in PubChem
359,R PA12,R PA12,,not found in PubChem
360,R PA66,R PA66,,not found in PubChem
361,R PET,R PET,,not found in PubChem
362,R PEU ETHER PU,R PEU ETHER PU,,not found in PubChem
363,R PMMA,R PMMA,,not found in PubChem
364,R POLYAMIDEIMIDE,R POLYAMIDEIMIDE,,not found in PubChem
365,R POLYBUTYLENETEREPH,R POLYBUTYLENETEREPH,,not found in PubChem
366,R POLYCARBONATE,R POLYCARBONATE,,not found in PubChem
367,R POLYIMIDES,R POLYIMIDES,,not found in PubChem
368,R POLYPHENYLENEOXIDE,R POLYPHENYLENEOXIDE,,not found in PubChem
369,R POLYSULPHONE,R POLYSULPHONE,,not found in PubChem
370,R POM ACETAL,R POM ACETAL,,not found in PubChem
371,R Q SILICONE (0.748 D ATA FIT),R Q SILICONE (0.748 D ATA FIT),,not found in PubChem
372,R SBR,R SBR,,not found in PubChem
373,R T SULPHIDE,R T SULPHIDE,,not found in PubChem
374,R TEREPHTALIC,R TEREPHTALIC,,not found in PubChem
375,R TFP TETFLPROP (0.744 DATA FIT),R TFP TETFLPROP (0.744 DATA FIT),,not found in PubChem
376,R TPX,R TPX,,not found in PubChem
377,R+H PBA,R+H PBA,,not found in PubChem
378,R+H PEMA,R+H PEMA,,not found in PubChem
379,R+H PiMBA,R+H PiMBA,,not found in PubChem
380,R+H PMAA,R+H PMAA,,not found in PubChem
381,R+H PMMA,R+H PMMA,,not found in PubChem
382,R+H PNBMA,R+H PNBMA,,not found in PubChem
383,Rosin (WW),Rosin (WW),,not found in PubChem
384,RUBBER MOD PS,RUBBER MOD PS,,not found in PubChem
385,SAN,SAN,,not found in PubChem
386,SAN 85/15,SAN 85/15,,not found in PubChem
387,SANTOLITE MHP ARYLSULFONA,SANTOLITE MHP ARYLSULFONA,,not found in PubChem
388,SARAN F-120 VCL2/AN?,SARAN F-120 VCL2/AN?,,not found in PubChem
389,SARAN F-220 ?,SARAN F-220 ?,,not found in PubChem
390,SARANEX 4HR,SARANEX 4HR,,not found in PubChem
391,SHELL POLYALDEHYDE EX 39,SHELL POLYALDEHYDE EX 39,,not found in PubChem
392,SHELL POLYALDEHYDE EX 40,SHELL POLYALDEHYDE EX 40,,not found in PubChem
393,SHELL X-450,SHELL X-450,,not found in PubChem
394,Shellac,Shellac,,not found in PubChem
395,Silicone (PDMS),Silicone (PDMS),,not found in PubChem
396,SILICONE DC 23?,SILICONE DC 23?,,not found in PubChem
397,SILICONE DC-1107?,SILICONE DC-1107?,,not found in PubChem
398,SINCLAIR 3840A,SINCLAIR 3840A,,not found in PubChem
399,SMA 1430A,SMA 1430A,,not found in PubChem
400,SOALKYD 1935-EGAX,SOALKYD 1935-EGAX,,not found in PubChem
401,SOAMIN M 60,SOAMIN M 60,,not found in PubChem
402,SOL MYLAR 49001,SOL MYLAR 49001,,not found in PubChem
403,SOL MYLAR 49002,SOL MYLAR 49002,,not found in PubChem
404,Starch,Starch,,not found in PubChem
405,STY MAL ANH,STY MAL ANH,,not found in PubChem
406,STY/2EHA/AA 81/11/8,STY/2EHA/AA 81/11/8,,not found in PubChem
407,STY/BUTENOL 85/15,STY/BUTENOL 85/15,,not found in PubChem
408,STY/CYCLOL 82/18,STY/CYCLOL 82/18,,not found in PubChem
409,STY/HALF ESTER MA 60/40,STY/HALF ESTER MA 60/40,,not found in PubChem
410,STY/MA 85/15,STY/MA 85/15,,not found in PubChem
411,STY/MAA 90/10,STY/MAA 90/10,,not found in PubChem
412,STY/PROP HALF E MA 57/43,STY/PROP HALF E MA 57/43,,not found in PubChem
413,STY/VBE 85/15,STY/VBE 85/15,,not found in PubChem
414,Styrene-butadiene rubber (SBR),Styrene-butadiene rubber (SBR),,not found in PubChem
415,STYRON 44OM-27 MOD PS,STYRON 44OM-27 MOD PS,,not found in PubChem
416,STYRON 475M-27,STYRON 475M-27,,not found in PubChem
417,STYRON 480-27,STYRON 480-27,,not found in PubChem
419,SUPER BECKACITE 1001,SUPER BECKACITE 1001,,not found in PubChem
420,SUPRASEC F-5100,SUPRASEC F-5100,,not found in PubChem
421,SYNRESIN A 560,SYNRESIN A 560,,not found in PubChem
422,TEFLON (SL2-),TEFLON (SL2-),,not found in PubChem
423,TEG EG MAL TEREP,TEG EG MAL TEREP,,not found in PubChem
424,TEG MALEATE,TEG MALEATE,,not found in PubChem
425,TOLONATE HDB (RH-POULENC),TOLONATE HDB (RH-POULENC),,not found in PubChem
426,TOLONATE HDT (RH-POULENC),TOLONATE HDT (RH-POULENC),,not found in PubChem
427,TOPAS 6013 SOL,TOPAS 6013 SOL,,not found in PubChem
428,UFORMITE MX-61,UFORMITE MX-61,,not found in PubChem
429,URACRON 15,URACRON 15,,not found in PubChem
431,V A/EA/CY 70/20/10,V A/EA/CY 70/20/10,,not found in PubChem
432,V A/EHA/CYC/MAA/76/12/8/4,V A/EHA/CYC/MAA/76/12/8/4,,not found in PubChem
433,V A/EHA/MA 63/33/4,V A/EHA/MA 63/33/4,,not found in PubChem
434,V AREZ 123,V AREZ 123,,not found in PubChem
435,VBE/AN/MAA 46/27/27,VBE/AN/MAA 46/27/27,,not found in PubChem
436,VBE/MA/MAC46/27/27,VBE/MA/MAC46/27/27,,not found in PubChem
437,VCV A COPOLY,VCV A COPOLY,,not found in PubChem
438,VDC/AA 75/25 ?,VDC/AA 75/25 ?,,not found in PubChem
439,VERSAMID 100,VERSAMID 100,,not found in PubChem
440,VERSAMID 100?,VERSAMID 100?,,not found in PubChem
441,VERSAMID 115,VERSAMID 115,,not found in PubChem
442,VERSAMID 125,VERSAMID 125,,not found in PubChem
443,VERSAMID 140,VERSAMID 140,,not found in PubChem
444,VERSAMID 961,VERSAMID 961,,not found in PubChem
445,VERSAMID 965,VERSAMID 965,,not found in PubChem
446,VESTURIT BL 908,VESTURIT BL 908,,not found in PubChem
447,VESTURIT BL 915,VESTURIT BL 915,,not found in PubChem
448,VILIT MB 30,VILIT MB 30,,not found in PubChem
449,VILIT MC 31,VILIT MC 31,,not found in PubChem
450,VILIT MC 39,VILIT MC 39,,not found in PubChem
451,VINSOL ROSIN,VINSOL ROSIN,,not found in PubChem
453,VINYLITE AYAA PV AC,VINYLITE AYAA PV AC,,not found in PubChem
454,VINYLITE VAGD,VINYLITE VAGD,,not found in PubChem
455,VINYLITE VAGH,VINYLITE VAGH,,not found in PubChem
456,VINYLITE VMCA,VINYLITE VMCA,,not found in PubChem
457,VINYLITE VMCC,VINYLITE VMCC,,not found in PubChem
458,VINYLITE VMCH,VINYLITE VMCH,,not found in PubChem
459,VINYLITE VXCC,VINYLITE VXCC,,not found in PubChem
460,VINYLITE VYHH,VINYLITE VYHH,,not found in PubChem
461,VINYLITE VYLF,VINYLITE VYLF,,not found in PubChem
462,VINYLITE XYHL PVBUTYRAL,VINYLITE XYHL PVBUTYRAL,,not found in PubChem
463,VINYLITE XYSG PVBUTYRAL,VINYLITE XYSG PVBUTYRAL,,not found in PubChem
464,VIPLA KR (PVC),VIPLA KR (PVC),,not found in PubChem
465,VITEL PE LINEAR,VITEL PE LINEAR,,not found in PubChem
466,VITEL PE101-X,VITEL PE101-X,,not found in PubChem
467,VITON 1 HR,VITON 1 HR,,not found in PubChem
468,VITON 20 MIN,VITON 20 MIN,,not found in PubChem
469,VITON 4 HR,VITON 4 HR,,not found in PubChem
470,VYHH-NIF REPT,VYHH-NIF REPT,,not found in PubChem
471,VYSET 69,VYSET 69,,not found in PubChem
472,ZINK SILICATE - CHEMICAL RES.,ZINK SILICATE - CHEMICAL RES.,,not found in PubChem
