name,cas_number,delta_d,delta_p,delta_h,radius,type,confidence,source_count,source
VDC/AA 75/25 ?,,20.40,11.00,0.80,11.70,,0.700,1,hspip_polymers
VINYLITE AYAA PV AC,,22.90,18.30,7.70,20.40,,0.700,1,hspip_polymers
VINYLITE VAGH,,17.00,7.80,6.80,7.10,,0.700,1,hspip_polymers
VINYLITE VMCH,,18.30,9.70,7.70,8.50,,0.700,1,hspip_polymers
VINYLITE VXCC,,18.00,9.40,4.60,8.40,,0.700,1,hspip_polymers
VINYLITE VYHH,,19.00,11.00,5.00,10.00,,0.700,1,hspip_polymers
VINYLITE VYLF,,18.00,9.40,4.60,8.40,,0.700,1,hspip_polymers
VINYLITE XYHL PVBUTYRAL,,19.00,9.00,15.00,12.00,,0.700,1,hspip_polymers
VINYLITE XYSG PVBUTYRAL,,19.00,9.00,15.00,12.00,,0.700,1,hspip_polymers
VYSET 69,,17.90,3.50,7.50,5.90,,0.700,1,hspip_polymers
ACRYLAMIDE MONOMER,,16.90,18.10,19.90,17.00,,0.700,1,hspip_polymers
BAKELITE SULFONE P-47,,20.00,3.00,6.00,3.00,,0.700,1,hspip_polymers
BECKOLIN 27 MODIF OIL,,11.40,0.00,3.00,18.10,,0.700,1,hspip_polymers
PEO 4000 ? SAMPLES HEA TED,,22.20,11.20,13.20,17.10,,0.700,1,hspip_polymers
CHLORINATED RUBBER,,18.00,6.00,5.00,7.00,,0.700,1,hspip_polymers
CONOCO H-35 HYDROCARBON M,,11.40,0.00,3.00,18.10,,0.700,1,hspip_polymers
DAMMAR GUM DEWAXED,,19.00,2.00,9.00,9.00,,0.700,1,hspip_polymers
EPOCRYL E-11 ?,,17.30,12.90,12.10,8.50,,0.700,1,hspip_polymers
ESTANE X-7 ?? DIO XANE ONLY,,19.00,1.80,7.40,1.00,,0.700,1,hspip_polymers
HEXADECYL MONOESTER TRIME,,19.00,11.60,14.00,11.90,,0.700,1,hspip_polymers
HYDR SPERM OIL WX135,,20.00,4.00,2.00,5.00,,0.700,1,hspip_polymers
HYPALON 20 CHL SULF PE,,17.80,3.20,4.40,4.10,,0.700,1,hspip_polymers
HYPALON 30,,17.80,3.40,3.20,5.10,,0.700,1,hspip_polymers
KETONE RESIN S588,,18.00,10.80,13.20,12.20,,0.700,1,hspip_polymers
SANTOLITE MHP ARYLSULFONA,,18.40,12.00,8.40,10.60,,0.700,1,hspip_polymers
pTOLSULFONAMIDE-FORMALDEH,,24.60,18.60,16.40,20.907248,,0.700,1,hspip_polymers
VYHH-NIF REPT,,17.40,9.90,6.70,7.50,,0.700,1,hspip_polymers
PVF? (DMF ONLY GOOD SOLVENT),,17.40,13.70,11.30,2.00,,0.700,1,hspip_polymers
PES SOL,,19.60,10.80,9.20,6.20,,0.700,1,hspip_polymers
LARD 37C,,15.90,1.16,5.41,12.03,,0.700,1,hspip_polymers
LARD 23C,,17.69,2.66,4.36,7.98,,0.700,1,hspip_polymers
1%IN WATER -AMINES,,15.07,20.44,16.50,18.12,,0.700,1,hspip_polymers
1%IN WATER +AMINES,,14.96,18.33,15.15,16.22,,0.700,1,hspip_polymers
BLOOD SERUM,,23.20,22.73,30.60,20.48,,0.700,1,hspip_polymers
SUCROSE,,21.67,26.26,29.62,20.44,,0.700,1,hspip_polymers
UREA,,20.90,18.70,26.40,19.42,,0.700,1,hspip_polymers
PSORIASIS SCALES,,24.64,11.94,12.92,19.04,,0.700,1,hspip_polymers
LIGNIN,,20.61,13.88,15.25,11.83,,0.700,1,hspip_polymers
CHOLESTEROL,,20.40,2.80,9.40,12.60,,0.700,1,hspip_polymers
CHLOROPHYLL,,20.20,15.60,18.20,11.10,,0.700,1,hspip_polymers
CELLULOSE-PAPER STRENGTH,,25.40,18.60,24.80,21.70,,0.700,1,hspip_polymers
PSU ULTRASON S,,19.70,8.30,8.30,8.00,,0.700,1,hspip_polymers
BAREX 210 CR,,20.10,9.10,12.70,10.90,,0.700,1,hspip_polymers
BAREX 210 CR-STYRENE,,17.70,8.90,10.90,6.40,,0.700,1,hspip_polymers
PARALOID B72,,17.60,7.40,5.60,9.40,,0.700,1,hspip_polymers
ESTIMATE DRIED OIL,,16.00,6.00,7.00,5.00,,0.700,1,hspip_polymers
DAMMAR DEWAXED,,19.00,2.00,9.00,9.00,,0.700,1,hspip_polymers
LDPE PERM>80,,16.50,4.50,0.50,6.00,,0.700,1,hspip_polymers
LDPE PERM<,,0.8,15.30,5.30,2.50,,0.700,1,hspip_polymers
TOLONATE HDT (RH-POULENC),,19.00,11.00,3.00,12.00,,0.700,1,hspip_polymers
TOLONATE HDB (RH-POULENC),,19.00,11.00,2.00,11.30,,0.700,1,hspip_polymers
R ACM,,16.80,11.80,11.60,17.00,,0.700,1,hspip_polymers
R BUTYL,,18.00,0.00,3.00,9.00,,0.700,1,hspip_polymers
R ECO,,21.30,8.10,6.10,12.00,,0.700,1,hspip_polymers
R CSM,,28.00,14.00,3.40,28.30,,0.700,1,hspip_polymers
R EBONITE (DATA FIT 0.722),,18.70,6.10,2.70,6.60,,0.700,1,hspip_polymers
R ETHYLENE/PROPYLENE,,16.60,0.00,5.20,9.10,,0.700,1,hspip_polymers
R FQ FL/SI,,15.90,20.10,6.90,16.80,,0.700,1,hspip_polymers
R FKM (VITON) (0.76 DATA FIT),,11.60,23.00,5.00,21.60,,0.700,1,hspip_polymers
R NR NAT RUB,,20.80,1.80,3.60,14.00,,0.700,1,hspip_polymers
R NBR,,19.80,17.80,3.20,19.007248,,0.700,1,hspip_polymers
R CR CHLOROPRENE,,24.60,8.60,6.40,20.40,,0.700,1,hspip_polymers
R AU ESTER PU,,17.90,13.30,10.70,17.10,,0.700,1,hspip_polymers
R PEU ETHER PU,,17.90,13.30,10.70,17.10,,0.700,1,hspip_polymers
R T SULPHIDE,,25.30,17.30,6.70,23.60,,0.700,1,hspip_polymers
R Q SILICONE (0.748 D ATA FIT),,13.80,5.00,1.20,14.30,,0.700,1,hspip_polymers
R SBR,,17.20,6.00,4.60,9.80,,0.700,1,hspip_polymers
R TFP TETFLPROP (0.744 DATA FIT),,16.60,6.80,0.60,7.90,,0.700,1,hspip_polymers
R ABS,,17.60,8.60,6.40,10.90,,0.700,1,hspip_polymers
R CELLULOSE ACETATE,,14.90,7.10,11.10,12.40,,0.700,1,hspip_polymers
R CHLORINATED PVC,,17.50,6.50,5.50,6.30,,0.700,1,hspip_polymers
R DIALLYLPHTHALATE,,22.20,12.20,8.60,15.80,,0.700,1,hspip_polymers
R POM ACETAL,,17.20,9.00,9.80,5.30,,0.700,1,hspip_polymers
R PA12,,18.50,8.10,9.10,6.30,,0.700,1,hspip_polymers
R PA66,,18.20,8.80,10.80,5.20,,0.700,1,hspip_polymers
R POLYAMIDEIMIDE,,18.50,5.70,8.70,4.20,,0.700,1,hspip_polymers
R POLYBUTYLENETEREPH,,18.00,5.60,8.40,4.50,,0.700,1,hspip_polymers
R POLYCARBONATE,,19.10,10.90,5.10,12.10,,0.700,1,hspip_polymers
R HDPE/LDPE,,17.50,4.30,8.30,3.90,,0.700,1,hspip_polymers
R PET,,19.10,6.30,9.10,4.80,,0.700,1,hspip_polymers
R POLYIMIDES,,24.30,19.50,22.90,21.60,,0.700,1,hspip_polymers
R PMMA,,19.30,16.70,4.70,17.40,,0.700,1,hspip_polymers
R TPX,,18.80,1.40,6.40,7.90,,0.700,1,hspip_polymers
R POLYPHENYLENEOXIDE,,16.90,8.90,2.70,11.70,,0.700,1,hspip_polymers
R POLYSULPHONE,,19.80,11.20,6.20,11.30,,0.700,1,hspip_polymers
R EPOXY COLD CURING,,16.80,10.80,8.80,8.20,,0.700,1,hspip_polymers
R EPOXY HOT CURING,,18.30,12.30,9.70,7.30,,0.700,1,hspip_polymers
R HET RESIN,,17.50,11.30,8.30,8.60,,0.700,1,hspip_polymers
R ISOPHTHALIC,,19.80,17.40,4.20,18.00,,0.700,1,hspip_polymers
R TEREPHTALIC,,19.80,17.40,4.20,18.00,,0.700,1,hspip_polymers
EPIKOTE 828 (60%),,16.60,14.00,2.80,14.90,,0.700,1,hspip_polymers
EPIKOTE 828 (30%),,16.30,16.40,1.90,16.70,,0.700,1,hspip_polymers
EPIKOTE 1001 (60%),,15.80,16.30,3.30,16.40,,0.700,1,hspip_polymers
EPIKOTE 1001 (40%),,16.30,13.10,6.30,10.90,,0.700,1,hspip_polymers
EPIKOTE 1001 (20%),,19.80,13.60,8.90,12.00,,0.700,1,hspip_polymers
EPIKOTE 1001 (10%),,18.10,11.40,9.00,9.10,,0.700,1,hspip_polymers
EPIKOTE 1004 (60%),,17.70,10.10,7.60,9.80,,0.700,1,hspip_polymers
EPIKOTE 1004 (30%),,18.50,9.30,8.00,9.60,,0.700,1,hspip_polymers
EPIKOTE 1007 (30%),,18.60,10.60,8.10,8.80,,0.700,1,hspip_polymers
EPIKOTE 1009 (60%),,17.00,9.60,8.50,7.60,,0.700,1,hspip_polymers
EPIKOTE 1009 (30%),,19.80,10.60,10.30,9.70,,0.700,1,hspip_polymers
EPIKOTE 1009 (10%),,19.00,9.10,10.70,8.00,,0.700,1,hspip_polymers
PIBMA (10%),,17.00,4.60,7.60,9.50,,0.700,1,hspip_polymers
PIBMA (30%),,17.10,5.90,0.70,7.307248,,0.700,1,hspip_polymers
PMMA (10%),,17.80,10.40,2.90,9.60,,0.700,1,hspip_polymers
PMMA (30%),,17.20,7.20,3.50,4.80,,0.700,1,hspip_polymers
PBMA (10%),,20.60,3.50,7.20,12.80,,0.700,1,hspip_polymers
PBMA (30%),,18.10,5.70,0.00,8.50,,0.700,1,hspip_polymers
PMMA (10%),,17.60,10.10,5.80,9.40,,0.700,1,hspip_polymers
PMMA (30%),,17.50,5.50,3.80,4.50,,0.700,1,hspip_polymers
PEMA (10%),,16.50,8.70,5.00,10.40,,0.700,1,hspip_polymers
PEMA (30%),,16.90,7.80,0.50,7.30,,0.700,1,hspip_polymers
CRODA AC500 THERMOSET (10%),,17.80,6.40,4.70,10.70,,0.700,1,hspip_polymers
CRODA AC500 THERMOSET (30%),,21.20,1.40,10.70,12.30,,0.700,1,hspip_polymers
CRODA AC550 THERMOSET (10%),,16.30,10.60,7.40,12.90,,0.700,1,hspip_polymers
CRODA AC550 THERMOSET (30%),,16.30,10.60,7.40,12.90,,0.700,1,hspip_polymers
LUMFLON LF200 (10%),,18.50,5.40,6.90,9.90,,0.700,1,hspip_polymers
LUMFLON LF200 (30%),,20.10,4.40,3.20,8.50,,0.700,1,hspip_polymers
LUMFLON LF916 (10%),,17.50,6.80,10.50,12.50,,0.700,1,hspip_polymers
LUMFLON LF916 (30%),,18.10,3.90,8.30,8.80,,0.700,1,hspip_polymers
PLASTOKYD S27 (30%),,20.10,5.70,5.30,20.00,,0.700,1,hspip_polymers
PLASTOKYD SC140 (30%),,25.20,9.20,3.70,20.00,,0.700,1,hspip_polymers
PLASTOKYD SC400 (30%),,23.70,0.50,10.30,20.00,,0.700,1,hspip_polymers
PLASTOKYD AC4X (30%),,23.90,7.80,8.80,19.90,,0.700,1,hspip_polymers
ALLOPRENE R10 (10%),,19.50,9.20,6.90,7.50,,0.700,1,hspip_polymers
ALLOPRENE R10 (30%),,17.90,5.60,6.70,5.80,,0.700,1,hspip_polymers
ALLOPRENE R10 (60%),,19.60,6.50,5.80,9.10,,0.700,1,hspip_polymers
HYPALON 20 (30%),,20.30,3.20,0.70,11.30,,0.700,1,hspip_polymers
POLYISOPRENE SW,,17.00,4.00,4.00,7.30,,0.700,1,hspip_polymers
BROMOBUTYL RUBBER S,,17.60,1.70,2.00,6.00,,0.700,1,hspip_polymers
BROMOBUTYL RUBBER L,,17.00,3.40,2.00,6.00,,0.700,1,hspip_polymers
NEOPRENE CR,,18.10,4.30,6.70,8.90,,0.700,1,hspip_polymers
HYTREL +/- OK,,24.20,14.60,13.20,18.80,,0.700,1,hspip_polymers
HYTREL +/- NOT OK,,26.40,18.80,7.40,26.30,,0.700,1,hspip_polymers
HYPALON +/- OK,,18.40,3.60,6.40,9.00,,0.700,1,hspip_polymers
HYPALON +/- NOT OK,,18.40,5.60,6.00,9.40,,0.700,1,hspip_polymers
EV A 4055 SOL,,17.70,3.50,3.70,4.707248,,0.700,1,hspip_polymers
TOPAS 6013 SOL,,18.00,3.00,2.00,5.00,,0.700,1,hspip_polymers
CZ RESIN SOL,,18.00,1.00,3.00,4.00,,0.700,1,hspip_polymers
KAURI GUM,,18.7,8.1,13.0,8.2,,0.700,1,hspip_polymers
POLYVINYLPYRROLIDONE (PVP),,21.4,11.6,21.6,17.3,,0.700,1,hspip_polymers
PALM OIL,,17.7,3.5,3.7,4.7,,0.700,1,hspip_polymers
BETHOXAZIN,,22.4,7.6,10.8,13.9,,0.700,1,hspip_polymers
CARBON-60,,19.7,2.9,2.7,3.97248,,0.700,1,hspip_polymers
