name,cas_number,smiles,molecular_formula,delta_d,delta_p,delta_h,molecular_weight,boiling_point,density,category,cf_class,cf_subclass,name_iupac,name_common,name_acronyms,ghs_hazard,confidence,source,source_url
Perfluoro Dimethylcyclohexane,374-77-6,,,12.4,0.0,0.0,,,,fluorinated,Alkyl halides,Cyclohexyl halides,perfluoro dimethylcyclohexane,Perfluoro Dimethylcyclohexane,,,0.7,hsp_solvents_2,
Perfluoro Ethylene (Tetrafluoro Ethylene,116-14-3,,,15.1,0.0,0.0,,,,fluorinated,,,perfluoro ethylene (tetrafluoro ethylene,Perfluoro Ethylene (Tetrafluoro Ethylene,,,0.7,hsp_solvents_2,
Perfluorobutane,355-25-9,,,10.6,0.0,0.0,,,,fluorinated,,,perfluorobutane,Perfluorobutane,,,0.7,hsp_solvents_2,
Perfluoroheptane,335-57-9,,,12.0,0.0,0.0,,,,fluorinated,,,perfluoroheptane,Perfluoroheptane,,,0.7,hsp_solvents_2,
Perfluorohexane (PFC 5060),355-42-0,,,12.1,0.0,0.0,,,,fluorinated,Organofluorides,,perfluorohexane (pfc 5060),Perfluorohexane (PFC 5060),,,0.7,hsp_solvents_2,
Perfluoromethylcyclohexane,355-02-2,,,12.4,0.0,0.0,,,,fluorinated,,,perfluoromethylcyclohexane,Perfluoromethylcyclohexane,,,0.7,hsp_solvents_2,
Perfluoropentane (PFC 5050),678-26-2,,,11.3,0.0,0.0,,,,fluorinated,,,perfluoropentane (pfc 5050),Perfluoropentane (PFC 5050),,,0.7,hsp_solvents_2,
Phenetole (Ethyl Phenyl Ether),103-73-1,,,18.4,4.5,4.0,,,,ether,Phenol ethers,,phenetole (ethyl phenyl ether),Phenetole (Ethyl Phenyl Ether),,,0.7,hsp_solvents_2,
Phenol,108-95-2,,,18.5,5.9,14.9,,,,alcohol,Phenols,1-hydroxy-4-unsubstituted benzenoids,phenol,Phenol,,,0.7,hsp_solvents_2,
Phenyl Acetate,122-79-2,,,19.8,5.2,6.4,,,,ester,Phenol esters,,phenyl acetate,Phenyl Acetate,,,0.7,hsp_solvents_2,
Phenyl Acetonitrile,140-29-4,,,19.5,12.3,3.8,,,,nitrile,,,phenyl acetonitrile,Phenyl Acetonitrile,MeCN; ACN,,0.7,hsp_solvents_2,
Phenyl Acetylene,536-74-3,,,18.8,2.8,4.0,,,,aromatic,,,phenyl acetylene,Phenyl Acetylene,,,0.7,hsp_solvents_2,
Phenylhydrazine,100-63-0,,,20.4,6.5,14.0,,,,amine,Benzene and substituted derivatives,Phenylhydrazines,phenylhydrazine,Phenylhydrazine,,,0.7,hsp_solvents_2,
Phosgene,75-44-5,,,16.4,5.3,5.3,,,,hydrocarbon,Halogen organides,Halogen oxides,phosgene,Phosgene,,,0.7,hsp_solvents_2,
Phosphoric Acid,7664-38-2,,,14.7,18.6,28.4,,,,inorganic,Non-metal oxoanionic compounds,Non-metal phosphates,phosphoric acid,Phosphoric Acid,,,0.7,hsp_solvents_2,
Phosphorous Oxychloride,10025-87-3,,,18.1,9.3,0.0,,,,halogenated,Halogen organides,Halogen oxides,phosphorous oxychloride,Phosphorous Oxychloride,,,0.7,hsp_solvents_2,
Phosphorus Trichloride,,,,18.4,3.6,0.0,,,,halogenated,,,phosphorus trichloride,Phosphorus Trichloride,,,0.7,hsp_solvents_2,
Phthalic Anhydride,85-44-9,,,20.0,14.4,4.1,,,,ester,Benzofurans,Benzofuranones,phthalic anhydride,Phthalic Anhydride,,,0.7,hsp_solvents_2,
"Picric Acid (2,4,6-Trinitrophenol)",88-89-1,,,19.2,7.0,6.0,,,,alcohol,Phenols,Nitrophenols,"picric acid (2,4,6-trinitrophenol)","Picric Acid (2,4,6-Trinitrophenol)",,,0.7,hsp_solvents_2,
Pine Oil,8006-88-0,,,15.6,3.0,9.8,,,,terpene,,,pine oil,Pine Oil,,,0.7,hsp_solvents_2,
Piperazine,110-85-0,,,17.3,4.8,6.0,,,,amine,Diazinanes,Piperazines,piperazine,Piperazine,,,0.7,hsp_solvents_2,
Piperidine,110-89-4,,,17.3,4.5,8.2,,,,amine,Piperidines,,piperidine,Piperidine,,,0.7,hsp_solvents_2,
Propane,74-98-6,,,13.1,0.0,0.0,,,,hydrocarbon,,,propane,Propane,,,0.7,hsp_solvents_2,
Propargyl Acetate,627-09-8,,,16.3,5.2,8.3,,,,ester,Carboxylic acids and derivatives,Carboxylic acid derivatives,propargyl acetate,Propargyl Acetate,,,0.7,hsp_solvents_2,
Propargylaldehyde,624-67-9,,,16.2,11.9,8.7,,,,aldehyde,,,propargylaldehyde,Propargylaldehyde,,,0.7,hsp_solvents_2,
Propionaldehyde,123-38-6,,,15.3,11.1,6.9,,,,aldehyde,Organooxygen compounds,Carbonyl compounds,propionaldehyde,Propionaldehyde,,,0.7,hsp_solvents_2,
"Propionaldehyde - 2,3-Epoxy",765-34-4,,,17.5,13.4,9.8,,,,aldehyde,Epoxides,,"propionaldehyde - 2,3-epoxy","Propionaldehyde - 2,3-Epoxy",,,0.7,hsp_solvents_2,
Propionamide,79-05-0,,,16.7,14.6,11.5,,,,amide,Carboxylic acids and derivatives,Carboxylic acid derivatives,propionamide,Propionamide,,,0.7,hsp_solvents_2,
Propionic Acid,79-09-4,,,14.7,5.3,12.4,,,,acid,Carboxylic acids and derivatives,Carboxylic acids,propionic acid,Propionic Acid,,,0.7,hsp_solvents_2,
Propionic Anhydride,123-62-6,,,15.8,9.0,7.7,,,,ester,Carboxylic acids and derivatives,Dicarboxylic acids and derivatives,propionic anhydride,Propionic Anhydride,,,0.7,hsp_solvents_2,
Propionitrile,107-12-0,,,15.3,14.3,5.5,,,,nitrile,Organonitrogen compounds,Organic cyanides,propionitrile,Propionitrile,,,0.7,hsp_solvents_2,
Propionylchloride,79-03-8,,,16.1,10.3,5.3,,,,halogenated,Acyl halides,Acyl chlorides,propionylchloride,Propionylchloride,,,0.7,hsp_solvents_2,
Propyl Amine,107-10-8,,,16.0,4.9,8.6,,,,amine,Organonitrogen compounds,Amines,propyl amine,Propyl Amine,,,0.7,hsp_solvents_2,
Propyl Chloride,540-54-5,,,16.0,7.8,2.0,,,,halogenated,,,propyl chloride,Propyl Chloride,,,0.7,hsp_solvents_2,
Propyl Formate,110-74-7,,,15.5,7.1,8.6,,,,ester,Carboxylic acids and derivatives,Carboxylic acid derivatives,propyl formate,Propyl Formate,,,0.7,hsp_solvents_2,
Propyl Methacrylate,2210-28-8,,,15.5,6.6,7.0,,,,ester,Carboxylic acids and derivatives,Carboxylic acid derivatives,propyl methacrylate,Propyl Methacrylate,,,0.7,hsp_solvents_2,
Propylene,115-07-1,,,13.3,1.6,1.5,,,,hydrocarbon,Unsaturated hydrocarbons,Unsaturated aliphatic hydrocarbons,propylene,Propylene,,,0.7,hsp_solvents_2,
Propylene Carbonate,108-32-7,,,20.0,18.0,4.1,,,,ester,,,propylene carbonate,Propylene Carbonate,PC,,0.7,hsp_solvents_2,
Propylene Chlorohydrin,127-00-4,,,16.8,9.8,15.3,,,,halogenated,,,propylene chlorohydrin,Propylene Chlorohydrin,,,0.7,hsp_solvents_2,
Propylene Glycol,57-55-6,,,16.8,10.4,21.3,,,,glycol,,,propylene glycol,Propylene Glycol,PG,,0.7,hsp_solvents_2,
Propylene Glycol Mono-t-Butyl Ether,57018-52-7,,,15.3,6.1,10.8,,,,glycol ether,Organooxygen compounds,Alcohols and polyols,propylene glycol mono-t-butyl ether,Propylene Glycol Mono-t-Butyl Ether,,,0.7,hsp_solvents_2,
Propylene Glycol Monobutyl Ether,5131-66-8,,,15.3,4.5,9.2,,,,glycol ether,Organooxygen compounds,Alcohols and polyols,propylene glycol monobutyl ether,Propylene Glycol Monobutyl Ether,,,0.7,hsp_solvents_2,
Propylene Glycol Monoethyl Ether,1569-02-4,,,15.7,6.5,10.5,,,,glycol ether,,,propylene glycol monoethyl ether,Propylene Glycol Monoethyl Ether,,,0.7,hsp_solvents_2,
Propylene Glycol Monoethyl Ether Acetate,54839-24-6,,,15.6,6.3,7.7,,,,glycol ether,Carboxylic acids and derivatives,Carboxylic acid derivatives,propylene glycol monoethyl ether acetate,Propylene Glycol Monoethyl Ether Acetate,,,0.7,hsp_solvents_2,
Propylene Glycol Monoisobutyl Ether,23436-19-3,,,15.1,4.7,9.8,,,,glycol ether,,,propylene glycol monoisobutyl ether,Propylene Glycol Monoisobutyl Ether,,,0.7,hsp_solvents_2,
Propylene Glycol Monoisopropyl Ether,3944-36-3,,,15.5,6.1,11.0,,,,glycol ether,Organooxygen compounds,Alcohols and polyols,propylene glycol monoisopropyl ether,Propylene Glycol Monoisopropyl Ether,,,0.7,hsp_solvents_2,
Propylene Glycol Monomethyl Ether,107-98-2,,,15.6,6.3,11.6,,,,glycol ether,Organooxygen compounds,Alcohols and polyols,propylene glycol monomethyl ether,Propylene Glycol Monomethyl Ether,PGME,,0.7,hsp_solvents_2,
Propylene Glycol Monomethyl Ether Acetate,108-65-6,,,15.6,5.6,9.8,,,,glycol ether,Carboxylic acids and derivatives,Carboxylic acid derivatives,propylene glycol monomethyl ether acetate,Propylene Glycol Monomethyl Ether Acetate,,,0.7,hsp_solvents_2,
Propylene Glycol Monophenyl Ether,770-35-4,,,17.4,5.3,11.5,,,,glycol ether,Phenol ethers,,propylene glycol monophenyl ether,Propylene Glycol Monophenyl Ether,,,0.7,hsp_solvents_2,
Propylene Glycol Monopropyl Ether,1569-01-3,,,15.8,7.0,9.2,,,,glycol ether,Organooxygen compounds,Alcohols and polyols,propylene glycol monopropyl ether,Propylene Glycol Monopropyl Ether,,,0.7,hsp_solvents_2,
Propylene Imine (2-Methyl Aziridine),75-55-8,,,17.8,8.4,6.5,,,,amine,,,propylene imine (2-methyl aziridine),Propylene Imine (2-Methyl Aziridine),,,0.7,hsp_solvents_2,
Propylene Oxide,75-56-9,,,15.2,8.6,6.7,,,,ether,Epoxides,,propylene oxide,Propylene Oxide,,,0.7,hsp_solvents_2,
Propynonitrile,1070-71-9,,,15.5,17.0,6.3,,,,nitrile,Organonitrogen compounds,Organic cyanides,propynonitrile,Propynonitrile,,,0.7,hsp_solvents_2,
Pulegone,89-82-7,,,17.5,8.9,5.5,,,,terpene,Prenol lipids,Monoterpenoids,pulegone,Pulegone,,,0.7,hsp_solvents_2,
Purine,120-73-0,,,20.5,11.7,14.2,,,,heterocyclic,Imidazopyrimidines,Purines and purine derivatives,purine,Purine,,,0.7,hsp_solvents_2,
Pyrazole,288-13-1,,,20.2,10.4,12.4,,,,heterocyclic,Azoles,Pyrazoles,pyrazole,Pyrazole,,,0.7,hsp_solvents_2,
Pyridazine,289-80-5,,,20.2,17.4,11.7,,,,heterocyclic,Diazines,Pyridazines and derivatives,pyridazine,Pyridazine,,,0.7,hsp_solvents_2,
Pyridine,110-86-1,,,19.0,8.8,5.9,,,,amine,Pyridines and derivatives,,pyridine,Pyridine,py,,0.7,hsp_solvents_2,
Pyrimidine,289-95-2,,,20.5,9.4,11.3,,,,heterocyclic,Diazines,Pyrimidines and pyrimidine derivatives,pyrimidine,Pyrimidine,,,0.7,hsp_solvents_2,
"Pyrogallol (1,2,3-Trihydroxybenzene)",87-66-1,,,20.7,10.7,21.1,,,,aromatic,Phenols,Benzenetriols and derivatives,"pyrogallol (1,2,3-trihydroxybenzene)","Pyrogallol (1,2,3-Trihydroxybenzene)",,,0.7,hsp_solvents_2,
Pyrrole,109-97-7,,,19.2,11.0,10.0,,,,heterocyclic,,,pyrrole,Pyrrole,,,0.7,hsp_solvents_2,
Pyrrolidine,123-75-1,,,17.9,6.5,7.4,,,,amine,Pyrrolidines,,pyrrolidine,Pyrrolidine,,,0.7,hsp_solvents_2,
Pyruvonitrile,631-57-2,,,15.9,18.9,8.0,,,,nitrile,Organooxygen compounds,Carbonyl compounds,pyruvonitrile,Pyruvonitrile,,,0.7,hsp_solvents_2,
Quinine,130-95-0,,,19.0,6.6,11.0,,,,heterocyclic,,,quinine,Quinine,,,0.7,hsp_solvents_2,
Quinoline,91-22-5,,,20.5,5.6,5.7,,,,heterocyclic,Quinolines and derivatives,,quinoline,Quinoline,,,0.7,hsp_solvents_2,
Saccharin,81-07-2,,,21.1,12.5,9.8,,,,other,Benzothiazoles,,saccharin,Saccharin,,,0.7,hsp_solvents_2,
Salicylaldehyde,90-02-8,,,19.0,10.5,12.0,,,,aldehyde,,,salicylaldehyde,Salicylaldehyde,,,0.7,hsp_solvents_2,
Salicylic Acid,69-72-7,,,19.0,9.0,13.7,,,,acid,Benzene and substituted derivatives,Benzoic acids and derivatives,salicylic acid,Salicylic Acid,,,0.7,hsp_solvents_2,
Sebacic Acid,111-20-6,,,17.1,7.1,11.7,,,,acid,Fatty Acyls,Fatty acids and conjugates,sebacic acid,Sebacic Acid,,,0.7,hsp_solvents_2,
sec-Butyl Acetate,105-46-4,,,15.0,3.7,7.6,,,,ester,Carboxylic acids and derivatives,Carboxylic acid derivatives,sec-butyl acetate,sec-Butyl Acetate,,,0.7,hsp_solvents_2,
Serotonin,50-67-9,,,18.0,8.2,14.4,,,,other,,,serotonin,Serotonin,,,0.7,hsp_solvents_2,
Sinapyl Alcohol,537-33-7,,,19.2,7.3,16.1,,,,alcohol,Phenols,Methoxyphenols,sinapyl alcohol,Sinapyl Alcohol,,,0.7,hsp_solvents_2,
Skatole,83-34-1,,,20.0,7.1,6.2,,,,heterocyclic,Indoles and derivatives,Indoles,skatole,Skatole,,,0.7,hsp_solvents_2,
Spermidin,124-20-9,,,16.7,11.2,12.0,,,,other,,,spermidin,Spermidin,,,0.7,hsp_solvents_2,
Stearic Acid,57-11-4,,,16.3,3.3,5.5,,,,acid,,,stearic acid,Stearic Acid,,,0.7,hsp_solvents_2,
Styrene,100-42-5,,,18.6,1.0,4.1,,,,aromatic,Benzene and substituted derivatives,Styrenes,styrene,Styrene,,,0.7,hsp_solvents_2,
Styrene Oxide (Phenyl Oxirane),96-09-3,,,19.4,5.8,6.6,,,,ether,Benzene and substituted derivatives,,styrene oxide (phenyl oxirane),Styrene Oxide (Phenyl Oxirane),,,0.7,hsp_solvents_2,
Succinaldehyde (Butanedial),638-37-9,,,16.8,9.8,10.5,,,,hydrocarbon,,,succinaldehyde (butanedial),Succinaldehyde (Butanedial),,,0.7,hsp_solvents_2,
Succinic Anhydride,108-30-5,,,18.6,17.5,16.0,,,,ester,Carboxylic acids and derivatives,Dicarboxylic acids and derivatives,succinic anhydride,Succinic Anhydride,,,0.7,hsp_solvents_2,
Succinonitrile,110-61-2,,,18.2,17.0,7.9,,,,nitrile,Organonitrogen compounds,Organic cyanides,succinonitrile,Succinonitrile,,,0.7,hsp_solvents_2,
Sulfanilamide,63-74-1,,,20.0,19.5,10.7,,,,amide,,,sulfanilamide,Sulfanilamide,,,0.7,hsp_solvents_2,
Sulfolane (Tetramethylene Sulfone),126-33-0,,,17.8,17.4,8.7,,,,sulfoxide,Thiolanes,,sulfolane (tetramethylene sulfone),Sulfolane (Tetramethylene Sulfone),,,0.7,hsp_solvents_2,
Sulfur Dicyanide,627-52-1,,,18.1,13.5,0.0,,,,nitrile,,,sulfur dicyanide,Sulfur Dicyanide,,,0.7,hsp_solvents_2,
Sulfur Dioxide,7446-09-05 00:00:00,,,15.8,8.4,10.0,,,,inorganic,,,sulfur dioxide,Sulfur Dioxide,,,0.7,hsp_solvents_2,
Sulfuryl Chloride,7791-25-5,,,17.6,7.2,0.0,,,,halogenated,,,sulfuryl chloride,Sulfuryl Chloride,,,0.7,hsp_solvents_2,
t-Butyl Acetate,540-88-5,,,15.0,3.7,6.0,,,,ester,,,t-butyl acetate,t-Butyl Acetate,,,0.7,hsp_solvents_2,
t-Butyl Alcohol,75-65-0,,,15.2,5.1,14.7,,,,alcohol,,,t-butyl alcohol,t-Butyl Alcohol,,,0.7,hsp_solvents_2,
Terephthalic Acid,100-21-0,,,20.0,7.4,12.8,,,,acid,Benzene and substituted derivatives,Benzoic acids and derivatives,terephthalic acid,Terephthalic Acid,,,0.7,hsp_solvents_2,
Tetrabromobisphenol A,79-94-7,,,20.2,9.1,13.8,,,,alcohol,Benzene and substituted derivatives,Diphenylmethanes,tetrabromobisphenol a,Tetrabromobisphenol A,,,0.7,hsp_solvents_2,
Tetrachloroethylene,127-18-4,,,18.3,5.7,0.0,,,,halogenated,,,tetrachloroethylene,Tetrachloroethylene,,,0.7,hsp_solvents_2,
Tetraethylorthosilicate,78-10-4,,,13.9,4.3,0.6,,,,inorganic,Organometalloid compounds,Organosilicon compounds,tetraethylorthosilicate,Tetraethylorthosilicate,,,0.7,hsp_solvents_2,
Tetrahydrofuran (THF),109-99-9,,,16.8,5.7,8.0,,,,ether,,,tetrahydrofuran (thf),Tetrahydrofuran (THF),THF,,0.7,hsp_solvents_2,
Tetrahydrofurfuryl Alcohol,97-99-4,,,17.8,8.2,12.9,,,,alcohol,Tetrahydrofurans,,tetrahydrofurfuryl alcohol,Tetrahydrofurfuryl Alcohol,,,0.7,hsp_solvents_2,
Tetrahydronaphthalene,119-64-2,,,19.6,2.0,2.9,,,,aromatic,,,tetrahydronaphthalene,Tetrahydronaphthalene,,,0.7,hsp_solvents_2,
Tetrahydropyran,142-68-7,,,16.4,6.3,6.0,,,,ether,Oxanes,,tetrahydropyran,Tetrahydropyran,,,0.7,hsp_solvents_2,
Tetrahydrothiapyran,1613-51-0,,,18.5,6.3,8.9,,,,ether,Thianes,,tetrahydrothiapyran,Tetrahydrothiapyran,,,0.7,hsp_solvents_2,
Tetramethylene Sulfide,110-01-0,,,18.6,6.7,6.0,,,,sulfur compound,,,tetramethylene sulfide,Tetramethylene Sulfide,,,0.7,hsp_solvents_2,
Tetramethylene Sulfoxide,1600-44-8,,,18.2,11.0,9.1,,,,sulfoxide,Thiolanes,,tetramethylene sulfoxide,Tetramethylene Sulfoxide,,,0.7,hsp_solvents_2,
Tetramethylurea,632-22-4,,,16.7,8.2,11.0,,,,amide,Organic carbonic acids and derivatives,Ureas,tetramethylurea,Tetramethylurea,,,0.7,hsp_solvents_2,
Tetranitromethane,509-14-8,,,15.5,8.5,7.0,,,,nitro,Organonitrogen compounds,Ortho amides,tetranitromethane,Tetranitromethane,,,0.7,hsp_solvents_2,
Thiazole,288-47-1,,,20.5,18.8,10.8,,,,heterocyclic,Azoles,Thiazoles,thiazole,Thiazole,,,0.7,hsp_solvents_2,
Thioacetamide,62-55-5,,,17.5,20.6,20.2,,,,amide,Thioamides,,thioacetamide,Thioacetamide,,,0.7,hsp_solvents_2,
Thioacetic Acid,507-09-5,,,17.0,6.7,8.9,,,,acid,Carbothioic S-acids,,thioacetic acid,Thioacetic Acid,,,0.7,hsp_solvents_2,
Thiocyanic Acid,463-56-9,,,16.8,8.9,10.9,,,,acid,Thiocyanates,,thiocyanic acid,Thiocyanic Acid,,,0.7,hsp_solvents_2,
Thiodiethylenglycol,111-48-8,,,17.3,8.8,19.8,,,,glycol,,,thiodiethylenglycol,Thiodiethylenglycol,,,0.7,hsp_solvents_2,
Thioglycolic Acid (Mercapto Acetic Acid),68-11-1,,,16.0,13.5,20.0,,,,acid,Carboxylic acids and derivatives,Carboxylic acids,thioglycolic acid (mercapto acetic acid),Thioglycolic Acid (Mercapto Acetic Acid),,,0.7,hsp_solvents_2,
Thionyl Chloride,7719-09-07 00:00:00,,,16.9,6.4,6.1,,,,halogenated,,,thionyl chloride,Thionyl Chloride,,,0.7,hsp_solvents_2,
Thiophene,110-02-1,,,18.9,2.4,7.8,,,,hydrocarbon,Heteroaromatic compounds,,thiophene,Thiophene,,,0.7,hsp_solvents_2,
Thiophenol,108-98-5,,,20.0,4.5,10.3,,,,alcohol,Thiophenols,,thiophenol,Thiophenol,,,0.7,hsp_solvents_2,
Thiourea,62-56-6,,,20.0,19.4,14.8,,,,amide,Thioureas,,thiourea,Thiourea,,,0.7,hsp_solvents_2,
Thiourea From Urea Min Sphere,62-56-6,,,18.0,15.0,12.0,,,,amide,Thioureas,,thiourea from urea min sphere,Thiourea From Urea Min Sphere,,,0.7,hsp_solvents_2,
Thymine,65-71-4,,,19.0,20.5,13.0,,,,heterocyclic,Diazines,Pyrimidines and pyrimidine derivatives,thymine,Thymine,,,0.7,hsp_solvents_2,
Thymol,89-83-8,,,19.0,4.5,10.8,,,,terpene,,,thymol,Thymol,,,0.7,hsp_solvents_2,
Tigaldehyde,497-03-0,,,16.2,12.9,6.8,,,,aldehyde,Organooxygen compounds,Carbonyl compounds,tigaldehyde,Tigaldehyde,,,0.7,hsp_solvents_2,
Toluene,108-88-3,,,18.0,1.4,2.0,,,,aromatic,,,toluene,Toluene,,,0.7,hsp_solvents_2,
Tolylene Diisocyanate,86-91-9,,,19.3,7.9,6.1,,,,amide,,,tolylene diisocyanate,Tolylene Diisocyanate,,,0.7,hsp_solvents_2,
Trans-Cinnamaldehyde,14371-10-9,,,19.4,12.4,6.2,,,,aldehyde,,,trans-cinnamaldehyde,Trans-Cinnamaldehyde,,,0.7,hsp_solvents_2,
Trans-Crotononitrile,627-26-9,,,16.4,18.8,5.5,,,,nitrile,,,trans-crotononitrile,Trans-Crotononitrile,,,0.7,hsp_solvents_2,
Trans-Decahydronaphthalene,493-02-7,,,18.0,0.0,0.0,,,,aromatic,Polycyclic hydrocarbons,,trans-decahydronaphthalene,Trans-Decahydronaphthalene,,,0.7,hsp_solvents_2,
Tri-n-Butyl Acetyl Citrate,77-90-7,,,16.7,2.5,7.4,,,,ester,Carboxylic acids and derivatives,Tetracarboxylic acids and derivatives,tri-n-butyl acetyl citrate,Tri-n-Butyl Acetyl Citrate,,,0.7,hsp_solvents_2,
Tri-n-Butyl Borate,688-74-4,,,16.7,1.8,4.6,,,,inorganic,Organic oxoanionic compounds,,tri-n-butyl borate,Tri-n-Butyl Borate,,,0.7,hsp_solvents_2,
Tri-n-Butyl Citrate,77-94-1,,,16.6,3.8,10.1,,,,ester,Carboxylic acids and derivatives,Tricarboxylic acids and derivatives,tri-n-butyl citrate,Tri-n-Butyl Citrate,,,0.7,hsp_solvents_2,
Tri-n-Butyl Phosphate,126-73-8,,,16.3,6.3,4.3,,,,inorganic,Organic phosphoric acids and derivatives,Phosphate esters,tri-n-butyl phosphate,Tri-n-Butyl Phosphate,,,0.7,hsp_solvents_2,
Trichloroacetic Acid,76-03-9,,,18.3,7.0,13.0,,,,acid,Carboxylic acids and derivatives,Alpha-halocarboxylic acids and derivatives,trichloroacetic acid,Trichloroacetic Acid,,,0.7,hsp_solvents_2,
Trichloroacetonitrile,545-06-2,,,16.4,7.4,6.1,,,,nitrile,Organonitrogen compounds,Organic cyanides,trichloroacetonitrile,Trichloroacetonitrile,MeCN; ACN,,0.7,hsp_solvents_2,
Trichlorobiphenyl,55702-46-0,,,19.2,5.3,4.1,,,,halogenated,Benzene and substituted derivatives,Biphenyls and derivatives,trichlorobiphenyl,Trichlorobiphenyl,,,0.7,hsp_solvents_2,
Trichloroethylene,79-01-6,,,18.0,3.1,5.3,,,,halogenated,Vinyl halides,Vinyl chlorides,trichloroethylene,Trichloroethylene,,,0.7,hsp_solvents_2,
Trichlorofluoromethane (Freon 11),75-69-4,,,15.3,2.0,0.0,,,,halogenated,,,trichlorofluoromethane (freon 11),Trichlorofluoromethane (Freon 11),,,0.7,hsp_solvents_2,
Trichloromethylsilane,75-79-6,,,16.5,6.6,3.5,,,,halogenated,Organometalloid compounds,Organosilicon compounds,trichloromethylsilane,Trichloromethylsilane,,,0.7,hsp_solvents_2,
Trichlorosilane,10025-78-2,,,14.2,3.6,3.8,,,,halogenated,Metalloid salts,Metalloid chlorides,trichlorosilane,Trichlorosilane,,,0.7,hsp_solvents_2,
Triclosan,3380-34-5,,,20.0,7.7,10.0,,,,halogenated,Benzene and substituted derivatives,Diphenylethers,triclosan,Triclosan,,,0.7,hsp_solvents_2,
Tricresyl Phosphate,1330-78-5,,,19.0,12.3,4.5,,,,inorganic,,,tricresyl phosphate,Tricresyl Phosphate,,,0.7,hsp_solvents_2,
Tricyclene,508-32-7,,,16.9,0.0,0.0,,,,terpene,Prenol lipids,Monoterpenoids,tricyclene,Tricyclene,,,0.7,hsp_solvents_2,
Tridecyl Alcohol,112-70-9,,,16.2,3.1,9.0,,,,alcohol,Fatty Acyls,Fatty alcohols,tridecyl alcohol,Tridecyl Alcohol,,,0.7,hsp_solvents_2,
Triethanolamine,102-71-6,,,17.3,7.6,21.0,,,,alcohol,Organonitrogen compounds,Amines,triethanolamine,Triethanolamine,,,0.7,hsp_solvents_2,
Triethyl Citrate,77-93-0,,,16.5,4.9,12.0,,,,ester,Carboxylic acids and derivatives,Tricarboxylic acids and derivatives,triethyl citrate,Triethyl Citrate,,,0.7,hsp_solvents_2,
Triethylamine,121-44-8,,,15.5,0.4,1.0,,,,amine,Organonitrogen compounds,Amines,triethylamine,Triethylamine,TEA; Et3N,,0.7,hsp_solvents_2,
Triethylene Glycol,112-27-6,,,16.0,12.5,18.6,,,,glycol,Organooxygen compounds,Ethers,triethylene glycol,Triethylene Glycol,TEG,,0.7,hsp_solvents_2,
Triethylene Glycol Monomethyl Ether,112-35-6,,,16.2,7.6,12.5,,,,ether,Organooxygen compounds,Ethers,triethylene glycol monomethyl ether,Triethylene Glycol Monomethyl Ether,,,0.7,hsp_solvents_2,
Triethylene Glycol Monooleyl Ether,5274-66-8,,,16.0,3.1,8.4,,,,ether,,,triethylene glycol monooleyl ether,Triethylene Glycol Monooleyl Ether,,,0.7,hsp_solvents_2,
Triethylphosphate,78-40-0,,,16.7,11.4,9.2,,,,inorganic,Organic phosphoric acids and derivatives,Phosphate esters,triethylphosphate,Triethylphosphate,,,0.7,hsp_solvents_2,
Trifluoroacetic Acid,76-05-1,,,15.6,9.7,11.4,,,,acid,Carboxylic acids and derivatives,Alpha-halocarboxylic acids and derivatives,trifluoroacetic acid,Trifluoroacetic Acid,TFA,,0.7,hsp_solvents_2,
Trifluoromethane (Freon 23),75-46-7,,,14.4,8.7,6.3,,,,halogenated,Alkyl halides,Halomethanes,trifluoromethane (freon 23),Trifluoromethane (Freon 23),,,0.7,hsp_solvents_2,
Triisononyl Trimellilate,53894-23-8,,,16.6,5.7,2.2,,,,ester,Benzene and substituted derivatives,Benzoic acids and derivatives,triisononyl trimellilate,Triisononyl Trimellilate,,,0.7,hsp_solvents_2,
Triisooctyl Trimellitate,27251-75-8,,,16.6,6.0,2.5,,,,ester,Benzene and substituted derivatives,Benzoic acids and derivatives,triisooctyl trimellitate,Triisooctyl Trimellitate,,,0.7,hsp_solvents_2,
Trimethyl Amine,75-50-3,,,14.6,3.4,1.8,,,,amine,,,trimethyl amine,Trimethyl Amine,,,0.7,hsp_solvents_2,
Trimethylbenzene,95-63-6,,,18.0,1.0,1.0,,,,aromatic,Benzene and substituted derivatives,,trimethylbenzene,Trimethylbenzene,,,0.7,hsp_solvents_2,
Trimethylene Sulfide,287-27-4,,,18.8,7.8,9.4,,,,sulfur compound,,,trimethylene sulfide,Trimethylene Sulfide,,,0.7,hsp_solvents_2,
Trimethylphosphate,512-56-1,,,15.7,10.5,10.2,,,,inorganic,,,trimethylphosphate,Trimethylphosphate,,,0.7,hsp_solvents_2,
Trinitromethane,517-25-9,,,15.5,10.3,7.3,,,,nitro,Orthocarboxylic acid derivatives,,trinitromethane,Trinitromethane,,,0.7,hsp_solvents_2,
Trinitrotoluene (TNT) (DM),118-96-7,,,19.5,3.5,4.4,,,,nitro,,,trinitrotoluene (tnt) (dm),Trinitrotoluene (TNT) (DM),,,0.7,hsp_solvents_2,
Trinitrotoluene (TNT) (G.C.),118-96-7,,,19.5,10.0,4.5,,,,nitro,,,trinitrotoluene (tnt) (g.c.),Trinitrotoluene (TNT) (G.C.),,,0.7,hsp_solvents_2,
