name_iupac,name_common,name_acronyms,cas,mol_formula,smiles,dD,dP,dH,radius,mw,bp_c,density_g_ml,cf_class,cf_subclass,ghs_hazard,processing_notes
p-coumaryl alcohol,p-Coumaryl Alcohol,,3690-05-09 00:00:00,,,19.1,7,17.3,,,,,,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire not available | [CAS] CAS 3690-05-09 00:00:00 from HSPiP source
p-dichlorobenzene,p-Dichlorobenzene,,106-46-7,,,19.7,5.6,2.7,,,,,Benzene and substituted derivatives,Halobenzenes,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Benzene and substituted derivatives | [CAS] CAS 106-46-7 from HSPiP source
p-divinyl benzene,p-Divinyl Benzene,,105-06-6,,,18.6,1,7,,,,,Benzene and substituted derivatives,Styrenes,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Benzene and substituted derivatives | [CAS] CAS 105-06-6 from HSPiP source
p-fluoroanisole,p-Fluoroanisole,,459-60-9,,,18.7,7.3,6.7,,,,,Phenol ethers,Anisoles,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Phenol ethers | [CAS] CAS 459-60-9 from HSPiP source
p-n-butyltoluene,p-n-Butyltoluene,,1595-05-7,,,17.4,0.1,1,,,,,,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire not available | [CAS] CAS 1595-05-7 from HSPiP source
p-nitro toluene,p-Nitro Toluene,,99-99-0,,,19.5,11,3.6,,,,,Benzene and substituted derivatives,Nitrobenzenes,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Benzene and substituted derivatives | [CAS] CAS 99-99-0 from HSPiP source
paracetamol,Paracetamol,,103-90-2,,,17.8,10.5,13.9,,,,,Phenols,1-hydroxy-2-unsubstituted benzenoids,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Phenols | [CAS] CAS 103-90-2 from HSPiP source
paraldehyde,Paraldehyde,,123-63-7,,,16,5,6,,,,,Trioxanes,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Trioxanes | [CAS] CAS 123-63-7 from HSPiP source
paraquat,Paraquat,,4685-14-7,,,19.5,8.8,5.9,,,,,Pyridines and derivatives,Bipyridines and oligopyridines,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Pyridines and derivatives | [CAS] CAS 4685-14-7 from HSPiP source
pentachloro ethane,Pentachloro Ethane,,76-01-7,,,18.2,3.2,2.4,,,,,,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire not available | [CAS] CAS 76-01-7 from HSPiP source
pentachlorocyclopropane,Pentachlorocyclopropane,,6262-51-7,,,18.5,10.5,3.7,,,,,Organochlorides,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Organochlorides | [CAS] CAS 6262-51-7 from HSPiP source
pentachlorophenol,Pentachlorophenol,,87-86-5,,,21.5,6.9,12.8,,,,,Phenols,Halophenols,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Phenols | [CAS] CAS 87-86-5 from HSPiP source
pentafluorobenzophenone,Pentafluorobenzophenone,,652-29-9,,,19.3,8.1,5.4,,,,,,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire not available | [CAS] CAS 652-29-9 from HSPiP source
pentanal (valeraldehyde),Pentanal (Valeraldehyde),,110-62-3,,,15.7,9.4,5.8,,,,,Organooxygen compounds,Carbonyl compounds,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Organooxygen compounds | [CAS] CAS 110-62-3 from HSPiP source
pentanoic acid,Pentanoic Acid,,109-52-4,,,15,4.1,10.3,,,,,Fatty Acyls,Fatty acids and conjugates,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Fatty Acyls | [CAS] CAS 109-52-4 from HSPiP source
phenetole (ethyl phenyl ether),Phenetole (Ethyl Phenyl Ether),,103-73-1,,,18.4,4.5,4,,,,,Phenol ethers,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Phenol ethers | [CAS] CAS 103-73-1 from HSPiP source
phenol,Phenol,,108-95-2,,,18.5,5.9,14.9,,,,,Phenols,1-hydroxy-4-unsubstituted benzenoids,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Phenols | [CAS] CAS 108-95-2 from HSPiP source
phenyl acetate,Phenyl Acetate,,122-79-2,,,19.8,5.2,6.4,,,,,Phenol esters,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Phenol esters | [CAS] CAS 122-79-2 from HSPiP source
phenyl acetonitrile,Phenyl Acetonitrile,MeCN; ACN,140-29-4,,,19.5,12.3,3.8,,,,,,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire not available | [NAME] Acronyms: MeCN; ACN | [CAS] CAS 140-29-4 from HSPiP source
phenyl acetylene,Phenyl Acetylene,,536-74-3,,,18.8,2.8,4,,,,,,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire not available | [CAS] CAS 536-74-3 from HSPiP source
phenylhydrazine,Phenylhydrazine,,100-63-0,,,20.4,6.5,14,,,,,Benzene and substituted derivatives,Phenylhydrazines,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Benzene and substituted derivatives | [CAS] CAS 100-63-0 from HSPiP source
phosgene,Phosgene,,75-44-5,,,16.4,5.3,5.3,,,,,Halogen organides,Halogen oxides,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Halogen organides | [CAS] CAS 75-44-5 from HSPiP source
phosphoric acid,Phosphoric Acid,,7664-38-2,,,14.7,18.6,28.4,,,,,Non-metal oxoanionic compounds,Non-metal phosphates,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Non-metal oxoanionic compounds | [CAS] CAS 7664-38-2 from HSPiP source
phthalic anhydride,Phthalic Anhydride,,85-44-9,,,20,14.4,4.1,,,,,Benzofurans,Benzofuranones,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Benzofurans | [CAS] CAS 85-44-9 from HSPiP source
"picric acid (2,4,6-trinitrophenol)","Picric Acid (2,4,6-Trinitrophenol)",,88-89-1,,,19.2,7,6,,,,,Phenols,Nitrophenols,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Phenols | [CAS] CAS 88-89-1 from HSPiP source
pine oil,Pine Oil,,8006-88-0,,,15.6,3,9.8,,,,,,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire not available | [CAS] CAS 8006-88-0 from HSPiP source
piperazine,Piperazine,,110-85-0,,,17.3,4.8,6,,,,,Diazinanes,Piperazines,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Diazinanes | [CAS] CAS 110-85-0 from HSPiP source
piperidine,Piperidine,,110-89-4,,,17.3,4.5,8.2,,,,,Piperidines,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Piperidines | [CAS] CAS 110-89-4 from HSPiP source
propargyl acetate,Propargyl Acetate,,627-09-8,,,16.3,5.2,8.3,,,,,Carboxylic acids and derivatives,Carboxylic acid derivatives,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Carboxylic acids and derivatives | [CAS] CAS 627-09-8 from HSPiP source
propargylaldehyde,Propargylaldehyde,,624-67-9,,,16.2,11.9,8.7,,,,,,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire not available | [CAS] CAS 624-67-9 from HSPiP source
propionaldehyde,Propionaldehyde,,123-38-6,,,15.3,11.1,6.9,,,,,Organooxygen compounds,Carbonyl compounds,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Organooxygen compounds | [CAS] CAS 123-38-6 from HSPiP source
"propionaldehyde - 2,3-epoxy","Propionaldehyde - 2,3-Epoxy",,765-34-4,,,17.5,13.4,9.8,,,,,Epoxides,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Epoxides | [CAS] CAS 765-34-4 from HSPiP source
propionamide,Propionamide,,79-05-0,,,16.7,14.6,11.5,,,,,Carboxylic acids and derivatives,Carboxylic acid derivatives,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Carboxylic acids and derivatives | [CAS] CAS 79-05-0 from HSPiP source
propionic acid,Propionic Acid,,79-09-4,,,14.7,5.3,12.4,,,,,Carboxylic acids and derivatives,Carboxylic acids,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Carboxylic acids and derivatives | [CAS] CAS 79-09-4 from HSPiP source
propionic anhydride,Propionic Anhydride,,123-62-6,,,15.8,9,7.7,,,,,Carboxylic acids and derivatives,Dicarboxylic acids and derivatives,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Carboxylic acids and derivatives | [CAS] CAS 123-62-6 from HSPiP source
propionitrile,Propionitrile,,107-12-0,,,15.3,14.3,5.5,,,,,Organonitrogen compounds,Organic cyanides,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Organonitrogen compounds | [CAS] CAS 107-12-0 from HSPiP source
propionylchloride,Propionylchloride,,79-03-8,,,16.1,10.3,5.3,,,,,Acyl halides,Acyl chlorides,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Acyl halides | [CAS] CAS 79-03-8 from HSPiP source
propyl amine,Propyl Amine,,107-10-8,,,16,4.9,8.6,,,,,Organonitrogen compounds,Amines,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Organonitrogen compounds | [CAS] CAS 107-10-8 from HSPiP source
propyl chloride,Propyl Chloride,,540-54-5,,,16,7.8,2,,,,,,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire not available | [CAS] CAS 540-54-5 from HSPiP source
propyl formate,Propyl Formate,,110-74-7,,,15.5,7.1,8.6,,,,,Carboxylic acids and derivatives,Carboxylic acid derivatives,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Carboxylic acids and derivatives | [CAS] CAS 110-74-7 from HSPiP source
propyl methacrylate,Propyl Methacrylate,,2210-28-8,,,15.5,6.6,7,,,,,Carboxylic acids and derivatives,Carboxylic acid derivatives,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Carboxylic acids and derivatives | [CAS] CAS 2210-28-8 from HSPiP source
propylene,Propylene,,115-07-1,,,13.3,1.6,1.5,,,,,Unsaturated hydrocarbons,Unsaturated aliphatic hydrocarbons,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Unsaturated hydrocarbons | [CAS] CAS 115-07-1 from HSPiP source
propylene carbonate,Propylene Carbonate,PC,108-32-7,,,20,18,4.1,,,,,,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire not available | [NAME] Acronyms: PC | [CAS] CAS 108-32-7 from HSPiP source
propylene chlorohydrin,Propylene Chlorohydrin,,127-00-4,,,16.8,9.8,15.3,,,,,,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire not available | [CAS] CAS 127-00-4 from HSPiP source
propylene glycol,Propylene Glycol,PG,57-55-6,,,16.8,10.4,21.3,,,,,,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire not available | [NAME] Acronyms: PG | [CAS] CAS 57-55-6 from HSPiP source
propylene glycol mono-t-butyl ether,Propylene Glycol Mono-t-Butyl Ether,,57018-52-7,,,15.3,6.1,10.8,,,,,Organooxygen compounds,Alcohols and polyols,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Organooxygen compounds | [CAS] CAS 57018-52-7 from HSPiP source
propylene glycol monobutyl ether,Propylene Glycol Monobutyl Ether,,5131-66-8,,,15.3,4.5,9.2,,,,,Organooxygen compounds,Alcohols and polyols,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Organooxygen compounds | [CAS] CAS 5131-66-8 from HSPiP source
propylene glycol monoethyl ether,Propylene Glycol Monoethyl Ether,,1569-02-4,,,15.7,6.5,10.5,,,,,,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire not available | [CAS] CAS 1569-02-4 from HSPiP source
propylene glycol monoethyl ether acetate,Propylene Glycol Monoethyl Ether Acetate,,54839-24-6,,,15.6,6.3,7.7,,,,,Carboxylic acids and derivatives,Carboxylic acid derivatives,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Carboxylic acids and derivatives | [CAS] CAS 54839-24-6 from HSPiP source
propylene glycol monoisobutyl ether,Propylene Glycol Monoisobutyl Ether,,23436-19-3,,,15.1,4.7,9.8,,,,,,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire not available | [CAS] CAS 23436-19-3 from HSPiP source
propylene glycol monoisopropyl ether,Propylene Glycol Monoisopropyl Ether,,3944-36-3,,,15.5,6.1,11,,,,,Organooxygen compounds,Alcohols and polyols,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Organooxygen compounds | [CAS] CAS 3944-36-3 from HSPiP source
propylene glycol monomethyl ether,Propylene Glycol Monomethyl Ether,PGME,107-98-2,,,15.6,6.3,11.6,,,,,Organooxygen compounds,Alcohols and polyols,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Organooxygen compounds | [NAME] Acronyms: PGME | [CAS] CAS 107-98-2 from HSPiP source
propylene glycol monomethyl ether acetate,Propylene Glycol Monomethyl Ether Acetate,,108-65-6,,,15.6,5.6,9.8,,,,,Carboxylic acids and derivatives,Carboxylic acid derivatives,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Carboxylic acids and derivatives | [CAS] CAS 108-65-6 from HSPiP source
propylene glycol monophenyl ether,Propylene Glycol Monophenyl Ether,,770-35-4,,,17.4,5.3,11.5,,,,,Phenol ethers,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Phenol ethers | [CAS] CAS 770-35-4 from HSPiP source
propylene glycol monopropyl ether,Propylene Glycol Monopropyl Ether,,1569-01-3,,,15.8,7,9.2,,,,,Organooxygen compounds,Alcohols and polyols,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Organooxygen compounds | [CAS] CAS 1569-01-3 from HSPiP source
propylene imine (2-methyl aziridine),Propylene Imine (2-Methyl Aziridine),,75-55-8,,,17.8,8.4,6.5,,,,,,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire not available | [CAS] CAS 75-55-8 from HSPiP source
propylene oxide,Propylene Oxide,,75-56-9,,,15.2,8.6,6.7,,,,,Epoxides,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Epoxides | [CAS] CAS 75-56-9 from HSPiP source
propynonitrile,Propynonitrile,,1070-71-9,,,15.5,17,6.3,,,,,Organonitrogen compounds,Organic cyanides,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Organonitrogen compounds | [CAS] CAS 1070-71-9 from HSPiP source
pulegone,Pulegone,,89-82-7,,,17.5,8.9,5.5,,,,,Prenol lipids,Monoterpenoids,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Prenol lipids | [CAS] CAS 89-82-7 from HSPiP source
purine,Purine,,120-73-0,,,20.5,11.7,14.2,,,,,Imidazopyrimidines,Purines and purine derivatives,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Imidazopyrimidines | [CAS] CAS 120-73-0 from HSPiP source
pyrazole,Pyrazole,,288-13-1,,,20.2,10.4,12.4,,,,,Azoles,Pyrazoles,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Azoles | [CAS] CAS 288-13-1 from HSPiP source
pyridazine,Pyridazine,,289-80-5,,,20.2,17.4,11.7,,,,,Diazines,Pyridazines and derivatives,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Diazines | [CAS] CAS 289-80-5 from HSPiP source
pyridine,Pyridine,py,110-86-1,,,19,8.8,5.9,,,,,Pyridines and derivatives,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Pyridines and derivatives | [NAME] Acronyms: py | [CAS] CAS 110-86-1 from HSPiP source
pyrimidine,Pyrimidine,,289-95-2,,,20.5,9.4,11.3,,,,,Diazines,Pyrimidines and pyrimidine derivatives,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Diazines | [CAS] CAS 289-95-2 from HSPiP source
"pyrogallol (1,2,3-trihydroxybenzene)","Pyrogallol (1,2,3-Trihydroxybenzene)",,87-66-1,,,20.7,10.7,21.1,,,,,Phenols,Benzenetriols and derivatives,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Phenols | [CAS] CAS 87-66-1 from HSPiP source
pyrrole,Pyrrole,,109-97-7,,,19.2,11,10,,,,,,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire not available | [CAS] CAS 109-97-7 from HSPiP source
pyrrolidine,Pyrrolidine,,123-75-1,,,17.9,6.5,7.4,,,,,Pyrrolidines,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Pyrrolidines | [CAS] CAS 123-75-1 from HSPiP source
pyruvonitrile,Pyruvonitrile,,631-57-2,,,15.9,18.9,8,,,,,Organooxygen compounds,Carbonyl compounds,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Organooxygen compounds | [CAS] CAS 631-57-2 from HSPiP source
quinine,Quinine,,130-95-0,,,19,6.6,11,,,,,,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire not available | [CAS] CAS 130-95-0 from HSPiP source
quinoline,Quinoline,,91-22-5,,,20.5,5.6,5.7,,,,,Quinolines and derivatives,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Quinolines and derivatives | [CAS] CAS 91-22-5 from HSPiP source
saccharin,Saccharin,,81-07-2,,,21.1,12.5,9.8,,,,,Benzothiazoles,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Benzothiazoles | [CAS] CAS 81-07-2 from HSPiP source
salicylaldehyde,Salicylaldehyde,,90-02-8,,,19,10.5,12,,,,,,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire not available | [CAS] CAS 90-02-8 from HSPiP source
salicylic acid,Salicylic Acid,,69-72-7,,,19,9,13.7,,,,,Benzene and substituted derivatives,Benzoic acids and derivatives,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Benzene and substituted derivatives | [CAS] CAS 69-72-7 from HSPiP source
sebacic acid,Sebacic Acid,,111-20-6,,,17.1,7.1,11.7,,,,,Fatty Acyls,Fatty acids and conjugates,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Fatty Acyls | [CAS] CAS 111-20-6 from HSPiP source
sec-butyl acetate,sec-Butyl Acetate,,105-46-4,,,15,3.7,7.6,,,,,Carboxylic acids and derivatives,Carboxylic acid derivatives,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Carboxylic acids and derivatives | [CAS] CAS 105-46-4 from HSPiP source
serotonin,Serotonin,,50-67-9,,,18,8.2,14.4,,,,,,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire not available | [CAS] CAS 50-67-9 from HSPiP source
sinapyl alcohol,Sinapyl Alcohol,,537-33-7,,,19.2,7.3,16.1,,,,,Phenols,Methoxyphenols,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Phenols | [CAS] CAS 537-33-7 from HSPiP source
skatole,Skatole,,83-34-1,,,20,7.1,6.2,,,,,Indoles and derivatives,Indoles,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Indoles and derivatives | [CAS] CAS 83-34-1 from HSPiP source
spermidin,Spermidin,,124-20-9,,,16.7,11.2,12,,,,,,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire not available | [CAS] CAS 124-20-9 from HSPiP source
stearic acid,Stearic Acid,,57-11-4,,,16.3,3.3,5.5,,,,,,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire not available | [CAS] CAS 57-11-4 from HSPiP source
styrene,Styrene,,100-42-5,,,18.6,1,4.1,,,,,Benzene and substituted derivatives,Styrenes,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Benzene and substituted derivatives | [CAS] CAS 100-42-5 from HSPiP source
styrene oxide (phenyl oxirane),Styrene Oxide (Phenyl Oxirane),,96-09-3,,,19.4,5.8,6.6,,,,,Benzene and substituted derivatives,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Benzene and substituted derivatives | [CAS] CAS 96-09-3 from HSPiP source
succinaldehyde (butanedial),Succinaldehyde (Butanedial),,638-37-9,,,16.8,9.8,10.5,,,,,,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire not available | [CAS] CAS 638-37-9 from HSPiP source
succinic anhydride,Succinic Anhydride,,108-30-5,,,18.6,17.5,16,,,,,Carboxylic acids and derivatives,Dicarboxylic acids and derivatives,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Carboxylic acids and derivatives | [CAS] CAS 108-30-5 from HSPiP source
succinonitrile,Succinonitrile,,110-61-2,,,18.2,17,7.9,,,,,Organonitrogen compounds,Organic cyanides,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Organonitrogen compounds | [CAS] CAS 110-61-2 from HSPiP source
sulfanilamide,Sulfanilamide,,63-74-1,,,20,19.5,10.7,,,,,,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire not available | [CAS] CAS 63-74-1 from HSPiP source
sulfolane (tetramethylene sulfone),Sulfolane (Tetramethylene Sulfone),,126-33-0,,,17.8,17.4,8.7,,,,,Thiolanes,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Thiolanes | [CAS] CAS 126-33-0 from HSPiP source
sulfur dioxide,Sulfur Dioxide,,7446-09-05 00:00:00,,,15.8,8.4,10,,,,,,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire not available | [CAS] CAS 7446-09-05 00:00:00 from HSPiP source
t-butyl acetate,t-Butyl Acetate,,540-88-5,,,15,3.7,6,,,,,,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire not available | [CAS] CAS 540-88-5 from HSPiP source
t-butyl alcohol,t-Butyl Alcohol,,75-65-0,,,15.2,5.1,14.7,,,,,,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire not available | [CAS] CAS 75-65-0 from HSPiP source
terephthalic acid,Terephthalic Acid,,100-21-0,,,20,7.4,12.8,,,,,Benzene and substituted derivatives,Benzoic acids and derivatives,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Benzene and substituted derivatives | [CAS] CAS 100-21-0 from HSPiP source
tetrabromobisphenol a,Tetrabromobisphenol A,,79-94-7,,,20.2,9.1,13.8,,,,,Benzene and substituted derivatives,Diphenylmethanes,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Benzene and substituted derivatives | [CAS] CAS 79-94-7 from HSPiP source
tetraethylorthosilicate,Tetraethylorthosilicate,,78-10-4,,,13.9,4.3,0.6,,,,,Organometalloid compounds,Organosilicon compounds,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Organometalloid compounds | [CAS] CAS 78-10-4 from HSPiP source
tetrahydrofuran (thf),Tetrahydrofuran (THF),THF,109-99-9,,,16.8,5.7,8,,,,,,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire not available | [NAME] Acronyms: THF | [CAS] CAS 109-99-9 from HSPiP source
tetrahydrofurfuryl alcohol,Tetrahydrofurfuryl Alcohol,,97-99-4,,,17.8,8.2,12.9,,,,,Tetrahydrofurans,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Tetrahydrofurans | [CAS] CAS 97-99-4 from HSPiP source
tetrahydronaphthalene,Tetrahydronaphthalene,,119-64-2,,,19.6,2,2.9,,,,,,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire not available | [CAS] CAS 119-64-2 from HSPiP source
tetrahydropyran,Tetrahydropyran,,142-68-7,,,16.4,6.3,6,,,,,Oxanes,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Oxanes | [CAS] CAS 142-68-7 from HSPiP source
tetrahydrothiapyran,Tetrahydrothiapyran,,1613-51-0,,,18.5,6.3,8.9,,,,,Thianes,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Thianes | [CAS] CAS 1613-51-0 from HSPiP source
tetramethylene sulfide,Tetramethylene Sulfide,,110-01-0,,,18.6,6.7,6,,,,,,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire not available | [CAS] CAS 110-01-0 from HSPiP source
tetramethylene sulfoxide,Tetramethylene Sulfoxide,,1600-44-8,,,18.2,11,9.1,,,,,Thiolanes,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Thiolanes | [CAS] CAS 1600-44-8 from HSPiP source
tetramethylurea,Tetramethylurea,,632-22-4,,,16.7,8.2,11,,,,,Organic carbonic acids and derivatives,Ureas,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Organic carbonic acids and derivatives | [CAS] CAS 632-22-4 from HSPiP source
tetranitromethane,Tetranitromethane,,509-14-8,,,15.5,8.5,7,,,,,Organonitrogen compounds,Ortho amides,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Organonitrogen compounds | [CAS] CAS 509-14-8 from HSPiP source
