name,cas_number,delta_d,delta_p,delta_h,radius,type,confidence,source_count,source
V AREZ 123,,17.3,10.9,11.9,10.7,Vinyl Polymer,0.850,1,hsp_polymers_2
AMOCO 18-290,,19.3,3.7,7.9,7.8,Polyolefin,0.850,1,hsp_polymers_2
BUTON 100 BUTAD-STY,,17.0,4.0,3.0,7.3,Styrenic,0.850,1,hsp_polymers_2
BUTON 300,,17.3,3.7,7.3,7.0,Styrenic,0.850,1,hsp_polymers_2
KOPPERS KTPL-A,,19.3,3.7,7.9,7.8,Phenolic Resin,0.850,1,hsp_polymers_2
RUBBER MOD PS,,20.0,5.0,1.0,7.0,Elastomer,0.850,1,hsp_polymers_2
STY MAL ANH,,23.4,13.8,15.2,16.5,Styrenic,0.850,1,hsp_polymers_2
LYTRON 820,,21.1,13.1,14.5,14.4,Natural & Petroleum Resin,0.850,1,hsp_polymers_2
MARBON 9200,61789-96-6,19.0,4.0,4.0,6.0,Styrenic,0.850,1,hsp_polymers_2
PARAPOL S-50,,17.9,3.9,4.9,3.9,Natural & Petroleum Resin,0.850,1,hsp_polymers_2
PARAPOL S-60,,17.9,3.9,4.9,3.9,Natural & Petroleum Resin,0.850,1,hsp_polymers_2
PICCOFLEX 120,,17.4,7.8,3.8,7.7,Natural & Petroleum Resin,0.850,1,hsp_polymers_2
SHELL POLYALDEHYDE EX 39,,19.6,10.0,3.6,9.4,Polyacetal / PEI / PC,0.850,1,hsp_polymers_2
SHELL POLYALDEHYDE EX 40,,19.6,10.0,3.6,9.4,Polyacetal / PEI / PC,0.850,1,hsp_polymers_2
SHELL X-450,,19.3,9.5,11.1,11.1,Polyacetal / PEI / PC,0.850,1,hsp_polymers_2
SMA 1430A,,18.8,11.4,16.4,14.1,Styrenic,0.850,1,hsp_polymers_2
SAN 85/15,,19.1,9.5,3.1,8.7,Styrenic,0.850,1,hsp_polymers_2
STY/BUTENOL 85/15,,17.4,7.8,3.8,7.7,Styrenic,0.850,1,hsp_polymers_2
STY/CYCLOL 82/18,,18.2,5.6,7.2,5.7,Styrenic,0.850,1,hsp_polymers_2
STY/2EHA/AA 81/11/8,,17.7,4.9,5.9,5.9,Styrenic,0.850,1,hsp_polymers_2
STY/MAA 90/10,,18.7,6.3,7.3,6.7,Styrenic,0.850,1,hsp_polymers_2
STY/MA 85/15,,18.0,9.0,3.0,9.0,Styrenic,0.850,1,hsp_polymers_2
STY/HALF ESTER MA 60/40,,18.9,10.9,10.7,9.7,Styrenic,0.850,1,hsp_polymers_2
STY/PROP HALF E MA 57/43,,18.0,9.8,8.4,10.1,Styrenic,0.850,1,hsp_polymers_2
STY/VBE 85/15,,17.4,7.8,3.8,7.7,Styrenic,0.850,1,hsp_polymers_2
Styron 44OM-27 MOD PS,,20.0,5.0,1.0,7.0,Styrenic,0.850,1,hsp_polymers_2
Styron 475M-27,,20.0,5.0,1.0,7.0,Styrenic,0.850,1,hsp_polymers_2
Styron 480-27,,20.0,6.0,4.0,5.3,Styrenic,0.850,1,hsp_polymers_2
Acryloid K120N,,17.6,10.0,3.8,9.5,Acrylic,0.850,1,hsp_polymers_2
DODA 6225,,19.0,2.0,1.0,3.0,Polyester & Alkyd,0.850,1,hsp_polymers_2
DODA 3457,,19.0,2.0,1.0,3.0,Polyester & Alkyd,0.850,1,hsp_polymers_2
ELV AX 250,,19.0,2.0,1.0,3.0,Vinyl Polymer,0.850,1,hsp_polymers_2
ELV AX 150,,18.7,2.3,0.7,6.0,Vinyl Polymer,0.850,1,hsp_polymers_2
ELV AX EOD 3602-1,,17.7,3.3,2.7,5.407248,Vinyl Polymer,0.850,1,hsp_polymers_2
EXON 470 PVC,,17.4,7.8,3.8,7.7,Vinyl Polymer,0.850,1,hsp_polymers_2
EXON 471,,17.9,8.7,2.5,9.0,Vinyl Polymer,0.850,1,hsp_polymers_2
EXON 473,,17.4,7.8,3.8,7.7,Vinyl Polymer,0.850,1,hsp_polymers_2
GEON 121,,19.5,6.7,11.1,8.0,Vinyl Polymer,0.850,1,hsp_polymers_2
POLYCYCLOLa,,19.0,9.0,15.0,12.0,Acrylic,0.850,1,hsp_polymers_2
PVBE,,16.7,3.7,8.3,8.6,Vinyl Polymer,0.850,1,hsp_polymers_2
PVEE,,16.0,4.0,12.0,14.0,Vinyl Polymer,0.850,1,hsp_polymers_2
FORMV AR 7/70E PVFORMAL,,22.2,12.6,14.2,14.0,Vinyl Polymer,0.850,1,hsp_polymers_2
FORMV AR 15/95E,,22.2,12.6,14.2,14.0,Vinyl Polymer,0.850,1,hsp_polymers_2
PVIBE,,16.0,1.0,8.0,10.0,Vinyl Polymer,0.850,1,hsp_polymers_2
SARAN F-120 VCL2/AN,,28.8,16.8,0.8,23.7,Vinyl Polymer,0.850,1,hsp_polymers_2
SARAN F-220,,28.8,16.8,0.8,23.7,Vinyl Polymer,0.850,1,hsp_polymers_2
SINCLAIR 3840A,,18.4,4.0,9.6,7.3,Acrylic,0.850,1,hsp_polymers_2
V A/EHA/MA 63/33/4,,17.7,6.3,7.7,5.3,Vinyl Polymer,0.850,1,hsp_polymers_2
V A/EHA/CYC/MAA/76/12/8/4,,21.2,12.4,13.0,12.6,Vinyl Polymer,0.850,1,hsp_polymers_2
V A/EA/CY 70/20/10,,20.0,12.0,11.0,15.0,Vinyl Polymer,0.850,1,hsp_polymers_2
VBE/AN/MAA 46/27/27,,18.9,11.7,11.1,9.6,Vinyl Polymer,0.850,1,hsp_polymers_2
VBE/MA/MAC46/27/27,,19.4,13.0,13.8,12.3,Vinyl Polymer,0.850,1,hsp_polymers_2
VDC/AA 75/25,,20.4,11.0,0.8,11.7,Vinyl Polymer,0.850,1,hsp_polymers_2
VINYLITE AYAA PV AC,,22.9,18.3,7.7,20.4,Vinyl Polymer,0.850,1,hsp_polymers_2
VINYLITE VAGH,,17.0,7.8,6.8,7.1,Vinyl Polymer,0.850,1,hsp_polymers_2
VINYLITE VMCH,,18.3,9.7,7.7,8.5,Vinyl Polymer,0.850,1,hsp_polymers_2
VINYLITE VXCC,,18.0,9.4,4.6,8.4,Vinyl Polymer,0.850,1,hsp_polymers_2
VINYLITE VYHH,,19.0,11.0,5.0,10.0,Vinyl Polymer,0.850,1,hsp_polymers_2
VINYLITE VYLF,,18.0,9.4,4.6,8.4,Vinyl Polymer,0.850,1,hsp_polymers_2
VINYLITE XYHL PVBUTYRAL,,19.0,9.0,15.0,12.0,Vinyl Polymer,0.850,1,hsp_polymers_2
VINYLITE XYSG PVBUTYRAL,,19.0,9.0,15.0,12.0,Vinyl Polymer,0.850,1,hsp_polymers_2
VYSET 69,,17.9,3.5,7.5,5.9,Acrylic,0.850,1,hsp_polymers_2
ACRYLAMIDE MONOMER,79-06-1,16.9,18.1,19.9,17.0,Biological & Other,0.850,1,hsp_polymers_2
BAKELITE SULFONE P-47,,20.0,3.0,6.0,3.0,Phenolic Resin,0.850,1,hsp_polymers_2
BECKOLIN 27 MODIF OIL,,11.4,0.0,3.0,18.1,Polyester & Alkyd,0.850,1,hsp_polymers_2
PEO 4000  SAMPLES HEA TED,,22.2,11.2,13.2,17.1,Polyolefin,0.850,1,hsp_polymers_2
CHLORINATED RUBBER,,18.0,6.0,5.0,7.0,Elastomer,0.850,1,hsp_polymers_2
CONOCO H-35 HYDROCARBON M,,11.4,0.0,3.0,18.1,Natural & Petroleum Resin,0.850,1,hsp_polymers_2
DAMMAR GUM DEWAXED,,19.0,2.0,9.0,9.0,Natural & Petroleum Resin,0.850,1,hsp_polymers_2
EPOCRYL E-11,,17.3,12.9,12.1,8.5,Acrylic,0.850,1,hsp_polymers_2
ESTANE X-7  DIO XANE ONLY,,19.0,1.8,7.4,1.0,Polyester & Alkyd,0.850,1,hsp_polymers_2
HEXADECYL MONOESTER TRIME,,19.0,11.6,14.0,11.9,Polyester & Alkyd,0.850,1,hsp_polymers_2
HYDR SPERM OIL WX135,,20.0,4.0,2.0,5.0,Natural & Petroleum Resin,0.850,1,hsp_polymers_2
HYPALON 20 CHL SULF PE,,17.8,3.2,4.4,4.1,Elastomer,0.850,1,hsp_polymers_2
HYPALON 30,,17.8,3.4,3.2,5.1,Elastomer,0.850,1,hsp_polymers_2
KETONE RESIN S588,,18.0,10.8,13.2,12.2,Natural & Petroleum Resin,0.850,1,hsp_polymers_2
SANTOLITE MHP ARYLSULFONA,,18.4,12.0,8.4,10.6,Amino Resin,0.850,1,hsp_polymers_2
pTOLSULFONAMIDE-FORMALDEH,,24.6,18.6,16.4,20.907248,Amino Resin,0.850,1,hsp_polymers_2
VYHH-NIF REPT,,17.4,9.9,6.7,7.5,Vinyl Polymer,0.850,1,hsp_polymers_2
PVF,,17.4,13.7,11.3,2.0,Fluoropolymer,0.850,1,hsp_polymers_2
PES SOL,,19.6,10.8,9.2,6.2,Polysulfone / PES / PPS,0.850,1,hsp_polymers_2
LARD 37C,,15.9,1.16,5.41,12.03,Biological & Other,0.850,1,hsp_polymers_2
LARD 23C,,17.69,2.66,4.36,7.98,Biological & Other,0.850,1,hsp_polymers_2
1%IN WATER -AMINES,,15.07,20.44,16.5,18.12,Biological & Other,0.850,1,hsp_polymers_2
1%IN WATER +AMINES,,14.96,18.33,15.15,16.22,Biological & Other,0.850,1,hsp_polymers_2
BLOOD SERUM,,23.2,22.73,30.6,20.48,Biological & Other,0.850,1,hsp_polymers_2
SUCROSE,,21.67,26.26,29.62,20.44,Biological & Other,0.850,1,hsp_polymers_2
UREA,,20.9,18.7,26.4,19.42,Biological & Other,0.850,1,hsp_polymers_2
PSORIASIS SCALES,,24.64,11.94,12.92,19.04,Biological & Other,0.850,1,hsp_polymers_2
LIGNIN,9005-53-2,20.61,13.88,15.25,11.83,Natural & Petroleum Resin,0.850,1,hsp_polymers_2
CHOLESTEROL,,20.4,2.8,9.4,12.6,Biological & Other,0.850,1,hsp_polymers_2
CHLOROPHYLL,,20.2,15.6,18.2,11.1,Biological & Other,0.850,1,hsp_polymers_2
CELLULOSE-PAPER STRENGTH,,25.4,18.6,24.8,21.7,Cellulosic Polymer,0.850,1,hsp_polymers_2
PSU ULTRASON S,,19.7,8.3,8.3,8.0,Polysulfone / PES / PPS,0.850,1,hsp_polymers_2
BAREX 210 CR,,20.1,9.1,12.7,10.9,Acrylic,0.850,1,hsp_polymers_2
BAREX 210 CR-STYRENE,,17.7,8.9,10.9,6.4,Styrenic,0.850,1,hsp_polymers_2
Paraloid B72,,17.6,7.4,5.6,9.4,Acrylic,0.850,1,hsp_polymers_2
ESTIMATE DRIED OIL,,16.0,6.0,7.0,5.0,Natural & Petroleum Resin,0.850,1,hsp_polymers_2
DAMMAR DEWAXED,,19.0,2.0,9.0,9.0,Natural & Petroleum Resin,0.850,1,hsp_polymers_2
LDPE PERM>80,,16.5,4.5,0.5,6.0,Polyolefin,0.850,1,hsp_polymers_2
LDPE PERM<,,0.8,15.3,5.3,2.5,Polyolefin,0.850,1,hsp_polymers_2
TOLONATE HDT,,19.0,11.0,3.0,12.0,Polyurethane,0.850,1,hsp_polymers_2
TOLONATE HDB,,19.0,11.0,2.0,11.3,Polyurethane,0.850,1,hsp_polymers_2
R ACM,,16.8,11.8,11.6,17.0,Elastomer,0.850,1,hsp_polymers_2
R BUTYL,,18.0,0.0,3.0,9.0,Elastomer,0.850,1,hsp_polymers_2
R ECO,,21.3,8.1,6.1,12.0,Elastomer,0.850,1,hsp_polymers_2
R CSM,,28.0,14.0,3.4,28.3,Elastomer,0.850,1,hsp_polymers_2
R EBONITE,,18.7,6.1,2.7,6.6,Elastomer,0.850,1,hsp_polymers_2
R ETHYLENE/PROPYLENE,,16.6,0.0,5.2,9.1,Elastomer,0.850,1,hsp_polymers_2
R FQ FL/SI,,15.9,20.1,6.9,16.8,Fluoropolymer,0.850,1,hsp_polymers_2
R FKM,,11.6,23.0,5.0,21.6,Fluoropolymer,0.850,1,hsp_polymers_2
R NR NAT RUB,,20.8,1.8,3.6,14.0,Elastomer,0.850,1,hsp_polymers_2
R NBR,,19.8,17.8,3.2,19.007248,Elastomer,0.850,1,hsp_polymers_2
R CR CHLOROPRENE,,24.6,8.6,6.4,20.4,Elastomer,0.850,1,hsp_polymers_2
R AU ESTER PU,,17.9,13.3,10.7,17.1,Polyurethane,0.850,1,hsp_polymers_2
R PEU ETHER PU,,17.9,13.3,10.7,17.1,Polyurethane,0.850,1,hsp_polymers_2
R T SULPHIDE,,25.3,17.3,6.7,23.6,Polysulfone / PES / PPS,0.850,1,hsp_polymers_2
R Q SILICONE (0.748 D ATA FIT),,13.8,5.0,1.2,14.3,Elastomer,0.850,1,hsp_polymers_2
R SBR,,17.2,6.0,4.6,9.8,Elastomer,0.850,1,hsp_polymers_2
R TFP TETFLPROP (0.744 DATA FIT),,16.6,6.8,0.6,7.9,Fluoropolymer,0.850,1,hsp_polymers_2
R ABS,,17.6,8.6,6.4,10.9,Styrenic,0.850,1,hsp_polymers_2
R CELLULOSE ACETATE,,14.9,7.1,11.1,12.4,Cellulosic Polymer,0.850,1,hsp_polymers_2
R CHLORINATED PVC,,17.5,6.5,5.5,6.3,Vinyl Polymer,0.850,1,hsp_polymers_2
R DIALLYLPHTHALATE,,22.2,12.2,8.6,15.8,Polyester & Alkyd,0.850,1,hsp_polymers_2
R POM ACETAL,,17.2,9.0,9.8,5.3,Polyacetal / PEI / PC,0.850,1,hsp_polymers_2
R PA12,,18.5,8.1,9.1,6.3,Polyamide,0.850,1,hsp_polymers_2
R PA66,,18.2,8.8,10.8,5.2,Polyamide,0.850,1,hsp_polymers_2
R POLYAMIDEIMIDE,,18.5,5.7,8.7,4.2,Polyamide,0.850,1,hsp_polymers_2
R POLYBUTYLENETEREPH,,18.0,5.6,8.4,4.5,Elastomer,0.850,1,hsp_polymers_2
R POLYCARBONATE,,19.1,10.9,5.1,12.1,Polyacetal / PEI / PC,0.850,1,hsp_polymers_2
R HDPE/LDPE,,17.5,4.3,8.3,3.9,Polyolefin,0.850,1,hsp_polymers_2
R PET,,19.1,6.3,9.1,4.8,Polyester & Alkyd,0.850,1,hsp_polymers_2
R POLYIMIDES,,24.3,19.5,22.9,21.6,Polysulfone / PES / PPS,0.850,1,hsp_polymers_2
R PMMA,,19.3,16.7,4.7,17.4,Acrylic,0.850,1,hsp_polymers_2
R TPX,,18.8,1.4,6.4,7.9,Polyolefin,0.850,1,hsp_polymers_2
R POLYPHENYLENEOXIDE,,16.9,8.9,2.7,11.7,Polyacetal / PEI / PC,0.850,1,hsp_polymers_2
R POLYSULPHONE,,19.8,11.2,6.2,11.3,Polysulfone / PES / PPS,0.850,1,hsp_polymers_2
R EPOXY COLD CURING,,16.8,10.8,8.8,8.2,Epoxy Resin,0.850,1,hsp_polymers_2
R EPOXY HOT CURING,,18.3,12.3,9.7,7.3,Epoxy Resin,0.850,1,hsp_polymers_2
R HET RESIN,,17.5,11.3,8.3,8.6,Phenolic Resin,0.850,1,hsp_polymers_2
R ISOPHTHALIC,,19.8,17.4,4.2,18.0,Polyester & Alkyd,0.850,1,hsp_polymers_2
R TEREPHTALIC,,19.8,17.4,4.2,18.0,Polyester & Alkyd,0.850,1,hsp_polymers_2
EPIKOTE 828 (60%),,16.6,14.0,2.8,14.9,Epoxy Resin,0.850,1,hsp_polymers_2
EPIKOTE 828 (30%),,16.3,16.4,1.9,16.7,Epoxy Resin,0.850,1,hsp_polymers_2
EPIKOTE 1001 (60%),,15.8,16.3,3.3,16.4,Epoxy Resin,0.850,1,hsp_polymers_2
EPIKOTE 1001 (40%),,16.3,13.1,6.3,10.9,Epoxy Resin,0.850,1,hsp_polymers_2
EPIKOTE 1001 (20%),,19.8,13.6,8.9,12.0,Epoxy Resin,0.850,1,hsp_polymers_2
EPIKOTE 1001 (10%),,18.1,11.4,9.0,9.1,Epoxy Resin,0.850,1,hsp_polymers_2
EPIKOTE 1004 (60%),,17.7,10.1,7.6,9.8,Epoxy Resin,0.850,1,hsp_polymers_2
EPIKOTE 1004 (30%),,18.5,9.3,8.0,9.6,Epoxy Resin,0.850,1,hsp_polymers_2
EPIKOTE 1007 (30%),,18.6,10.6,8.1,8.8,Epoxy Resin,0.850,1,hsp_polymers_2
EPIKOTE 1009 (60%),,17.0,9.6,8.5,7.6,Epoxy Resin,0.850,1,hsp_polymers_2
EPIKOTE 1009 (30%),,19.8,10.6,10.3,9.7,Epoxy Resin,0.850,1,hsp_polymers_2
EPIKOTE 1009 (10%),,19.0,9.1,10.7,8.0,Epoxy Resin,0.850,1,hsp_polymers_2
PIBMA (10%),,17.0,4.6,7.6,9.5,Acrylic,0.850,1,hsp_polymers_2
PIBMA (30%),,17.1,5.9,0.7,7.307248,Acrylic,0.850,1,hsp_polymers_2
PMMA (10%),,17.8,10.4,2.9,9.6,Acrylic,0.850,1,hsp_polymers_2
PMMA (30%),,17.2,7.2,3.5,4.8,Acrylic,0.850,1,hsp_polymers_2
PBMA (10%),,20.6,3.5,7.2,12.8,Acrylic,0.850,1,hsp_polymers_2
PBMA (30%),,18.1,5.7,0.0,8.5,Acrylic,0.850,1,hsp_polymers_2
PMMA (10%),,17.6,10.1,5.8,9.4,Acrylic,0.850,1,hsp_polymers_2
PMMA (30%),,17.5,5.5,3.8,4.5,Acrylic,0.850,1,hsp_polymers_2
PEMA (10%),,16.5,8.7,5.0,10.4,Acrylic,0.850,1,hsp_polymers_2
PEMA (30%),,16.9,7.8,0.5,7.3,Acrylic,0.850,1,hsp_polymers_2
CRODA AC500 THERMOSET (10%),,17.8,6.4,4.7,10.7,Acrylic,0.850,1,hsp_polymers_2
CRODA AC500 THERMOSET (30%),,21.2,1.4,10.7,12.3,Acrylic,0.850,1,hsp_polymers_2
CRODA AC550 THERMOSET (10%),,16.3,10.6,7.4,12.9,Acrylic,0.850,1,hsp_polymers_2
CRODA AC550 THERMOSET (30%),,16.3,10.6,7.4,12.9,Acrylic,0.850,1,hsp_polymers_2
LUMFLON LF200 (10%),,18.5,5.4,6.9,9.9,Fluoropolymer,0.850,1,hsp_polymers_2
LUMFLON LF200 (30%),,20.1,4.4,3.2,8.5,Fluoropolymer,0.850,1,hsp_polymers_2
LUMFLON LF916 (10%),,17.5,6.8,10.5,12.5,Fluoropolymer,0.850,1,hsp_polymers_2
LUMFLON LF916 (30%),,18.1,3.9,8.3,8.8,Fluoropolymer,0.850,1,hsp_polymers_2
PLASTOKYD S27 (30%),,20.1,5.7,5.3,20.0,Polyester & Alkyd,0.850,1,hsp_polymers_2
PLASTOKYD SC140 (30%),,25.2,9.2,3.7,20.0,Polyester & Alkyd,0.850,1,hsp_polymers_2
PLASTOKYD SC400 (30%),,23.7,0.5,10.3,20.0,Polyester & Alkyd,0.850,1,hsp_polymers_2
PLASTOKYD AC4X (30%),,23.9,7.8,8.8,19.9,Polyester & Alkyd,0.850,1,hsp_polymers_2
ALLOPRENE R10 (10%),,19.5,9.2,6.9,7.5,Elastomer,0.850,1,hsp_polymers_2
ALLOPRENE R10 (30%),,17.9,5.6,6.7,5.8,Elastomer,0.850,1,hsp_polymers_2
ALLOPRENE R10 (60%),,19.6,6.5,5.8,9.1,Elastomer,0.850,1,hsp_polymers_2
HYPALON 20 (30%),,20.3,3.2,0.7,11.3,Elastomer,0.850,1,hsp_polymers_2
POLYISOPRENE SW,,17.0,4.0,4.0,7.3,Elastomer,0.850,1,hsp_polymers_2
BROMOBUTYL RUBBER S,,17.6,1.7,2.0,6.0,Elastomer,0.850,1,hsp_polymers_2
BROMOBUTYL RUBBER L,,17.0,3.4,2.0,6.0,Elastomer,0.850,1,hsp_polymers_2
NEOPRENE CR,,18.1,4.3,6.7,8.9,Elastomer,0.850,1,hsp_polymers_2
HYTREL,,24.2,14.6,13.2,18.8,Elastomer,0.850,1,hsp_polymers_2
HYTREL,,26.4,18.8,7.4,26.3,Elastomer,0.850,1,hsp_polymers_2
HYPALON,,18.4,3.6,6.4,9.0,Elastomer,0.850,1,hsp_polymers_2
HYPALON,,18.4,5.6,6.0,9.4,Elastomer,0.850,1,hsp_polymers_2
EV A 4055 SOL,,17.7,3.5,3.7,4.707248,Vinyl Polymer,0.850,1,hsp_polymers_2
TOPAS 6013 SOL,,18.0,3.0,2.0,5.0,Polyolefin,0.850,1,hsp_polymers_2
CZ RESIN SOL,,18.0,1.0,3.0,4.0,Natural & Petroleum Resin,0.850,1,hsp_polymers_2
KAURI GUM,,18.7,8.1,13.0,8.2,Natural & Petroleum Resin,0.850,1,hsp_polymers_2
POLYVINYLPYRROLIDONE,,21.4,11.6,21.6,17.3,Vinyl Polymer,0.850,1,hsp_polymers_2
PALM OIL,,17.7,3.5,3.7,4.7,Biological & Other,0.850,1,hsp_polymers_2
BETHOXAZIN,163269-30-5,22.4,7.6,10.8,13.9,Phenolic Resin,0.850,1,hsp_polymers_2
CARBON-60,,19.7,2.9,2.7,3.97248,Biological & Other,0.850,1,hsp_polymers_2
