name,cas_number,smiles,molecular_formula,delta_d,delta_p,delta_h,molecular_weight,boiling_point,density,molar_volume,category,ghs_hazard,confidence,source_count,source,source_url,hidden
"2,5-Diethoxy Tetrahydrofuran",3320-90-9,CCOC1CCC(OCC)O1,C8H16O3,16.6,6.4,7.3,160.21,170.6,,,ether,H226,0.958,1,hspip_solvents,https://pubchem.ncbi.nlm.nih.gov/compound/95500,
"2,5-Dimethoxytetrahydrofuran",696-59-3,COC1CCC(OC)O1,C6H12O3,16.8,7.2,8.2,132.16,145.8,,,ether,H226; H315; H318; H319; H335,0.958,1,hspip_solvents,https://pubchem.ncbi.nlm.nih.gov/compound/79098,
"2,5-Dimethyl Pyrrole",625-84-3,Cc1[nH]c(C)cc1,C6H9N,18.3,7.6,6.8,95.14,,,,heterocyclic,H226; H301,0.958,1,hspip_solvents,https://pubchem.ncbi.nlm.nih.gov/compound/12265,
"2,5-Tetrahydrofuran Dimethanol",104-80-3,,C6H12O3,17.9,8.5,18.9,132.16,,,,alcohol,H315; H319; H335,0.795,1,hspip_solvents,https://pubchem.ncbi.nlm.nih.gov/compound/97792,
"2,6-Dichloro-7-Methyl Purine",2273-93-0,Cn1cnc2nc(Cl)nc(Cl)c12,C6H4Cl2N4,20.5,11.7,14.2,203.03,,,,halogenated,H302; H315; H319; H335,0.945,1,hspip_solvents,https://pubchem.ncbi.nlm.nih.gov/compound/75281,
"2,6-Dichloroanisole",1984-65-2,COc1c(Cl)cccc1Cl,C7H6Cl2O,19.8,8.4,6.5,177.02,,,,aromatic,H302; H315; H319; H335,0.945,1,hspip_solvents,https://pubchem.ncbi.nlm.nih.gov/compound/16127,
"2,6-Dichlorophenol",87-65-0,Oc1c(Cl)cccc1Cl,C6H4Cl2O,20.1,7.5,10.9,163.0,219.1,,,aromatic,H314; H411; H315; H319; H371; H401,1.000,1,hspip_solvents,https://pubchem.ncbi.nlm.nih.gov/compound/6899,
"2,6-Difluorobenzonitrile",1897-52-5,Fc1cccc(F)c1C#N,C7H3F2N,18.8,11.2,3.2,139.1,,,,aromatic,H302; H312; H315; H319; H332; H335,0.975,1,hspip_solvents,https://pubchem.ncbi.nlm.nih.gov/compound/74695,
"2,6-Dimethoxy Phenol",91-10-1,COc1cccc(OC)c1O,C8H10O3,19.3,7.6,13.7,154.16,264.6,,,alcohol,H302,0.958,1,hspip_solvents,https://pubchem.ncbi.nlm.nih.gov/compound/7041,
"2,6-Dimethyl Phenol",576-26-1,Cc1cccc(C)c1O,C8H10O,19.1,4.9,12.9,122.16,,,,alcohol,H301; H311; H314; H411; H318; H335; H336; H370; H372; H373; H401,0.945,1,hspip_solvents,https://pubchem.ncbi.nlm.nih.gov/compound/11335,
2-Ethanol,100-37-8,CCO,C6H15NO,15.7,5.8,12.0,117.19,162.9,,,ether,H226; H302; H312; H314; H332; H290; H311; H318; H331; H335; H370; H373,0.958,1,hspip_solvents,https://pubchem.ncbi.nlm.nih.gov/compound/7497,
2-Acetyl Thiophene,88-15-3,CC(=O)c1sccc1,C6H6OS,19.1,12.2,9.3,126.18,213.6,,,ether,H302; H311; H312; H332,0.970,1,hspip_solvents,https://pubchem.ncbi.nlm.nih.gov/compound/6920,
2-Amino Pyridine,504-29-0,Nc1ccccn1,C5H6N2,20.4,8.1,12.2,94.11,207.1,,,amine,H301; H311; H312; H315; H319; H331; H335; H411; H318; H402; H412; H320; H370; H316,0.970,1,hspip_solvents,https://pubchem.ncbi.nlm.nih.gov/compound/10439,
2-Bromo Allyl Alcohol,598-19-6,OCC(Br)=C,C3H5BrO,17.1,9.9,16.2,136.98,,,,alcohol,H302; H315; H318; H335,0.945,1,hspip_solvents,https://pubchem.ncbi.nlm.nih.gov/compound/446627,
2-Bromo Propene,557-93-7,CC(Br)=C,C3H5Br,16.1,6.0,4.9,120.98,48.5,,,halogenated,H225; H315; H319; H335,0.958,1,hspip_solvents,https://pubchem.ncbi.nlm.nih.gov/compound/11202,
2-Bromobutane,78-76-2,CCC(C)Br,C4H9Br,16.3,7.7,4.4,137.02,,,,halogenated,H225; H412,0.988,1,hspip_solvents,https://pubchem.ncbi.nlm.nih.gov/compound/6554,
2-Bromopropane,75-26-3,CC(C)Br,C3H7Br,15.5,8.3,4.7,122.99,,,,halogenated,H225; H360; H373; H350; H371; H372; H402; H320; H316,0.988,1,hspip_solvents,https://pubchem.ncbi.nlm.nih.gov/compound/6358,
2-Bromothiophene,1003-09-4,Brc1sccc1,C4H3BrS,20.1,5.2,4.6,163.04,150.1,,,halogenated,H226; H300; H301; H310; H315; H318; H319; H330,1.000,1,hspip_solvents,https://pubchem.ncbi.nlm.nih.gov/compound/13851,
2-Butanol,78-92-2,CCC(C)O,C4H10O,15.8,5.7,14.5,74.12,,,,ether,H226; H319; H335; H336; H332; H361; H303,0.945,1,hspip_solvents,https://pubchem.ncbi.nlm.nih.gov/compound/6568,
2-Butene,590-18-1,CC=CC,C4H8,14.7,1.3,4.1,56.11,,,,hydrocarbon,H220; H280; H336,0.958,1,hspip_solvents,https://pubchem.ncbi.nlm.nih.gov/compound/5287573,
2-Butene,624-64-6,CC=CC,C4H8,14.6,0.0,2.9,56.11,,,,hydrocarbon,H220; H280; H412; H270,0.958,1,hspip_solvents,https://pubchem.ncbi.nlm.nih.gov/compound/62695,
