name,cas_number,smiles,molecular_formula,delta_d,delta_p,delta_h,molecular_weight,boiling_point,density,molar_volume,category,ghs_hazard,confidence,source_count,source,source_url,hidden
2-Chlorocyclohexanone,822-87-7,,,18.5,13.0,5.1,,,,113.9,ketone,,0.55,2,hansen_a1,,
2-Chloroethyl Acetate,542-58-5,,,16.7,9.6,8.8,,,,107.5,ester,,0.55,2,hansen_a1,,
2-Chloroethyl Benzene,622-24-2,,,19.3,6.3,2.2,,,,,halogenated,,0.4,1,hspip_solvents,,
2-Chloroethyl Ethyl Ether,628-34-2,,,16.3,7.9,4.6,,,,109.5,ether,,0.55,2,hansen_a1,,
2-Chloroethyl Ethyl Sulfid,,,,17.2,5.0,6.1,,,,116.9,halogenated,,0.25,1,hansen_a1,,
2-Chloroethyl Ethyl Sulfide,693-07-2,,,17.2,5.0,6.1,,,,,halogenated,,0.4,1,hspip_solvents,,
2-Chlorophenol,95-57-8,,,20.3,5.5,13.9,,,,102.3,alcohol,,0.55,2,hansen_a1,,
2-Chloropropenal,683-51-2,,,17.1,12.9,8.1,,,,75.5,halogenated,,0.55,2,hansen_a1,,
2-Chloropropenoic Acid,598-79-8,,,19.1,9.4,12.4,,,,86.6,acid,,0.55,2,hansen_a1,,
2-Chlorothiophene,96-43-5,,,19.2,6.2,8.0,,,,92.2,halogenated,,0.55,2,hansen_a1,,
2-Cyclopentenyl Alcohol,3212-60-0,,,18.1,7.6,15.6,,,,86.2,alcohol,,0.55,2,hansen_a1,,
2-Decanol,1120-06-5,,,15.8,3.9,10.0,,,,192.8,alcohol,,0.55,2,hansen_a1,,
2-Ethoxyethanol (ethylene glycol monoethyl ether),110-80-5,,C4H10O2,16.2,9.2,14.3,90.12,,,97.8,alcohol,,0.55,2,accudyne_solvents,,
2-Ethyl Croton Aldehyde,19780-25-7,,,16.1,8.0,5.5,,,,115.2,aldehyde,,0.55,2,hansen_a1,,
2-Ethyl Hexyl Acetate,103-09-3,,,15.8,2.9,5.1,,,,196.0,ester,,0.55,2,hansen_a1,,
2-Ethyl Hexyl Acrylate,103-11-7,,,14.8,4.7,3.4,,,,208.2,ester,,0.55,2,hansen_a1,,
2-Ethyl Hexyl Phthalate (Mono),4376-20-9,,,17.3,6.2,6.8,,,,,ester,,0.4,1,hspip_solvents,,
"2-Ethyl-1,3-Butadiene",3404-63-5,,,15.3,1.6,3.8,,,,115.2,other,,0.55,2,hansen_a1,,
2-Ethyl-1-Butanol,97-95-0,,,15.8,4.3,13.5,,,,123.2,alcohol,,0.55,2,hansen_a1,,
2-Ethyl-1-Butene,760-21-4,,,14.9,1.7,3.5,,,,123.1,other,,0.55,2,hansen_a1,,
2-Ethyl-1-hexanol,104-76-7,,C8H18O,15.9,3.3,11.8,130.23,,,156.6,alcohol,,0.55,2,accudyne_solvents,,
2-Ethyl-hexanol,104-76-7,,,15.9,3.3,11.8,,,,156.6,alcohol,,0.4,1,hansen_a1,,
2-Ethylhexylamine,20352-67-4,,,15.7,4.2,6.1,,,,163.3,amine,,0.55,2,hansen_a1,,
2-Furanmethanol (furfuryl alcohol),98-00-0,,C5H6O2,17.4,7.6,15.1,98.1,,,86.5,alcohol,,0.55,2,accudyne_solvents,,
2-Furonitrile,617-90-3,,,18.4,15.0,8.2,,,,87.5,nitrile,,0.55,2,hansen_a1,,
2-Heptanol,543-49-7,,,15.7,5.4,11.7,,,,,alcohol,,0.4,1,hspip_solvents,,
2-Heptanone (methyl n-amyl ketone),110-43-0,,C7H14O,16.2,5.7,4.1,114.18,,,139.8,ketone,,0.55,2,accudyne_solvents,,
2-Methoxy Tetrahydropyrane,6581-66-4,,,17.2,6.6,6.0,,,,105.1,ether,,0.55,2,hansen_a1,,
"2-Methoxy-1,3-Dioxolane",19693-75-5,,,17.8,8.4,7.7,,,,95.3,ether,,0.55,2,hansen_a1,,
2-Methoxymethanol (ethylene glycol monomethyl ether),109-86-4,,C3H8O2,16.2,9.2,16.4,76.1,,,79.1,alcohol,,0.55,2,accudyne_solvents,,
2-Methyl (cis) Acrylic Acid,503-64-0,,,16.8,5.2,12.4,,,,83.9,acid,,0.55,2,hansen_a1,,
2-Methyl Cyclohexanol (Mix),583-59-5,,,17.1,6.5,12.5,,,,,alcohol,,0.4,1,hspip_solvents,,
2-Methyl Cyclohexanone,583-60-8,,,17.6,6.3,4.7,,,,121.3,ketone,,0.55,2,hansen_a1,,
2-Methyl Pyrazine,109-08-0,,,18.3,12.3,10.5,,,,91.4,other,,0.55,2,hansen_a1,,
2-Methyl Tetrahydrofuran,96-47-9,,,16.9,5.0,4.3,,,,100.2,ether,,0.55,2,hansen_a1,,
"2-Methyl-1,3-Dioxolane",497-26-7,,,17.3,4.8,5.8,,,,89.8,ether,,0.55,2,hansen_a1,,
2-Methyl-1-Butanol,137-32-6,,,16.0,5.1,14.3,,,,109.5,alcohol,,0.55,2,hansen_a1,,
2-Methyl-1-Butene,563-46-2,,,14.2,1.8,2.3,,,,108.7,other,,0.55,2,hansen_a1,,
2-Methyl-1-Chloro Acrolein,53175-28-3,,,17.1,10.6,7.3,,,,91.7,halogenated,,0.55,2,hansen_a1,,
2-Methyl-1-Pentanol,105-30-6,,,15.8,4.9,13.5,,,,,alcohol,,0.4,1,hspip_solvents,,
2-Methyl-1-Propanol,,,,15.1,5.7,15.9,,,,92.8,alcohol,,0.25,1,hansen_a1,,
2-Methyl-2-Butanol,75-85-4,,,15.3,6.1,13.3,,,,109.6,alcohol,,0.55,2,hansen_a1,,
2-Methyl-2-Butene,513-35-9,,,14.3,2.0,3.9,,,,106.7,other,,0.55,2,hansen_a1,,
2-Methylfuran,534-22-5,,,17.3,2.8,7.4,,,,89.7,ether,,0.55,2,hansen_a1,,
2-Methylpropyl alcohol (isobutanol),78-83-1,,C4H10O,15.1,5.7,15.9,74.12,,,92.8,alcohol,,0.55,2,accudyne_solvents,,
2-Methylpropyl ethanoate (isobutyl acetate),110-19-0,,C6H12O2,15.1,3.7,6.3,116.16,,,133.5,ester,,0.55,2,accudyne_solvents,,
2-Nitro-1-Propanol,2902-96-7,,,16.1,13.7,15.4,,,,,alcohol,,0.4,1,hspip_solvents,,
2-Nitropropane,79-46-9,,,16.2,12.1,4.1,,,,86.9,nitro,,0.55,2,hansen_a1,,
2-Nitrothiophene,609-40-5,,,19.7,16.2,8.2,,,,94.6,heterocyclic,,0.55,2,hansen_a1,,
2-Octanol,123-96-6,,,16.1,4.9,11.0,,,,159.1,alcohol,,0.55,2,hansen_a1,,
2-Oxopyrrolidinacetamid,7491-74-9,,,17.5,15.6,11.2,,,,,other,,0.4,1,hspip_solvents,,
2-Pentanol,6032-29-7,,,15.6,6.4,13.3,,,,109.6,alcohol,,0.55,2,hansen_a1,,
2-Phenoxy Ethanol,,,,17.8,5.7,14.3,,,,124.7,alcohol,,0.25,1,hansen_a1,,
2-Phenyl Ethanol,60-12-8,,,18.3,5.6,11.2,,,,,alcohol,,0.4,1,hspip_solvents,,
2-Pinene (dl),80-56-8,,,16.9,1.8,3.1,,,,159.5,terpene,,0.55,2,hansen_a1,,
2-Propanethiol,75-33-2,,,16.3,6.8,6.5,,,,94.1,hydrocarbon,,0.55,2,hansen_a1,,
2-Propanol (isopropyl alcohol),67-63-0,,C3H8O,15.8,6.1,16.4,60.1,,,76.8,alcohol,,0.7,3,accudyne_solvents,,
2-Propyn-1-ol,107-19-7,,,16.1,8.7,18.8,,,,,other,,0.4,1,hspip_solvents,,
2-Pyrrolidone,616-45-5,,,19.4,17.4,11.3,,,,76.4,amide,,0.55,2,hansen_a1,,
2-t-Butyl-4-Methyl Phenol,2409-55-4,,,17.3,3.7,10.5,,,,,alcohol,,0.4,1,hspip_solvents,,
2-Thiabutane,624-89-5,,,16.2,5.9,5.3,,,,90.4,hydrocarbon,,0.7,3,hansen_a1,,
2-Toluidine,95-53-4,,,19.4,5.8,9.4,,,,107.8,other,,0.55,2,hansen_a1,,
2-Vinyl Toluene,611-15-4,,,18.6,1.0,3.8,,,,131.8,aromatic,,0.55,2,hansen_a1,,
"3,3,3-Trichloro Propene",2233-00-3,,,17.7,15.5,3.4,,,,106.2,halogenated,,0.55,2,hansen_a1,,
"3,4-Dichloro Alpha,Alpha,A-Trifluorotoluene",328-84-7,,,20.0,4.7,2.4,,,,,halogenated,,0.4,1,hspip_solvents,,
"3,4-Dichloro α,α,α-Trifluorotoluen",,,,20.0,4.7,2.4,,,,145.5,halogenated,,0.25,1,hansen_a1,,
"3,4-Dichloronitrobenzene",99-54-7,,,20.1,7.2,4.1,,,,130.6,nitro,,0.55,2,hansen_a1,,
"3,4-Dichlorophenyl Acetonitrile",3218-49-3,,,20.5,10.8,4.4,,,,148.8,nitrile,,0.55,2,hansen_a1,,
"3,4-Dichlorotoluene",95-75-0,,,19.8,9.8,2.5,,,,128.7,halogenated,,0.55,2,hansen_a1,,
"3,4-Dimethyl Phenol",95-65-8,,,19.2,6.0,13.4,,,,121.0,alcohol,,0.55,2,hansen_a1,,
"3,4-Dinitrophenol",577-71-9,,,19.5,12.8,14.3,,,,110.1,alcohol,,0.55,2,hansen_a1,,
"3,4-Epoxy-1-Butene",930-22-3,,,16.6,7.7,7.4,,,,80.7,other,,0.55,2,hansen_a1,,
"3,5-Difluorobenzonitril",,,,18.8,11.2,3.2,,,,111.6,halogenated,,0.25,1,hansen_a1,,
"3,5-Difluorobenzonitrile",64248-63-1,,,18.8,11.2,3.2,,,,,nitrile,,0.4,1,hspip_solvents,,
"3,5-Dinitrophenol",586-11-8,,,19.5,12.9,14.4,,,,108.2,alcohol,,0.55,2,hansen_a1,,
3-Azidopropene,821-13-6,,,16.8,7.7,13.4,,,,83.0,other,,0.55,2,hansen_a1,,
3-Bromopropyne,106-96-7,,,18.1,6.5,5.3,,,,75.3,halogenated,,0.55,2,hansen_a1,,
3-Butenenitrile,109-75-1,,,16.2,14.3,5.6,,,,80.5,nitrile,,0.7,3,hansen_a1,,
3-Butoxybutanol,,,,15.9,5.5,10.6,,,,166.3,alcohol,,0.4,2,hansen_a1,,
3-Chloro Allyl Alcohol,29560-84-7,,,17.2,10.3,16.5,,,,78.6,alcohol,,0.55,2,hansen_a1,,
3-Chloro-1-Propanol,627-30-5,,,17.5,5.7,14.7,,,,84.2,alcohol,,0.55,2,hansen_a1,,
3-Chloro-2-Methyl Propene,563-47-3,,,16.2,5.6,2.0,,,,98.8,halogenated,,0.55,2,hansen_a1,,
3-Chlorobenzylchloride,620-20-2,,,19.9,9.3,2.6,,,,117.7,halogenated,,0.55,2,hansen_a1,,
3-Chloropropionaldehyde,19434-65-2,,,17.0,13.3,8.2,,,,73.0,halogenated,,0.55,2,hansen_a1,,
3-Chloropropionitrile,542-76-7,,,17.3,15.9,6.1,,,,77.4,nitrile,,0.55,2,hansen_a1,,
3-Chloropropyne,624-65-7,,,16.7,7.4,2.3,,,,72.4,halogenated,,0.55,2,hansen_a1,,
3-Ethoxy Propionaldehyde,2806-85-1,,,16.0,8.8,7.4,,,,112.1,aldehyde,,0.55,2,hansen_a1,,
3-Heptanol,589-82-2,,,15.9,5.4,11.7,,,,,alcohol,,0.4,1,hspip_solvents,,
3-Hydroxy Tetrahydrofuran,453-20-3,,,18.9,9.4,16.3,,,,80.0,ether,,0.55,2,hansen_a1,,
3-Methoxy Butanol,2517-43-3,,,15.3,5.4,13.6,,,,,alcohol,,0.4,1,hspip_solvents,,
3-Methoxy Butyl Acetate,4435-53-4,,,15.3,4.1,8.1,,,,,ester,,0.4,1,hspip_solvents,,
3-Methoxy-3-Methyl Butanol,56539-66-3,,,16.0,6.3,12.9,,,,,alcohol,,0.4,1,hspip_solvents,,
3-Methoxypropionitrile,110-67-8,,,16.6,14.4,7.8,,,,91.1,nitrile,,0.55,2,hansen_a1,,
3-Methyl Allyl Alcohol,504-61-0,,,16.0,6.0,15.5,,,,84.4,alcohol,,0.55,2,hansen_a1,,
3-Methyl Cyclohexanol (Mix),591-23-1,,,17.2,6.4,12.5,,,,,alcohol,,0.4,1,hspip_solvents,,
3-Methyl Cyclohexanone,591-24-2,,,17.7,6.3,4.7,,,,122.5,ketone,,0.55,2,hansen_a1,,
3-Methyl Isoxazole,30842-90-1,,,19.4,14.8,11.8,,,,57.7,heterocyclic,,0.55,2,hansen_a1,,
"3-Methyl-1,2-Butadiene",598-25-4,,,15.1,2.5,4.5,,,,99.7,other,,0.55,2,hansen_a1,,
3-Methyl-1-Butene,563-45-1,,,14.0,1.4,3.8,,,,112.9,other,,0.55,2,hansen_a1,,
3-Methyl-2-Butanol,598-75-4,,,15.6,5.2,13.4,,,,,alcohol,,0.4,1,hspip_solvents,,
3-Methyl-3-Methoxy Butyl Acetate,103429-90-9,,,15.3,3.8,7.7,,,,,ester,,0.4,1,hspip_solvents,,
3-Methylphenol (m-Cresol),108-39-4,,C7H8O,18.0,5.1,12.9,108.14,,,104.7,alcohol,,0.55,2,accudyne_solvents,,
3-n-Butyl Toluene,1595-04-6,,,17.4,0.1,1.0,,,,173.7,aromatic,,0.55,2,hansen_a1,,
3-Nitroaniline,99-09-2,,,21.2,18.7,10.3,,,,96.1,amine,,0.55,2,hansen_a1,,
"4,4'-Methylenebis(Phenylisocyanate)",101-68-8,,,19.5,4.1,1.7,,,,,aromatic,,0.4,1,hspip_solvents,,
4-(Trifluoromet yl) Acetophenone,,,,18.8,6.1,3.5,,,,151.7,ketone,,0.25,1,hansen_a1,,
4-(Trifluoromethyl) Acetophenone,709-63-7,,,18.8,6.1,3.5,,,,,ketone,,0.4,1,hspip_solvents,,
4-Aminopyridine,504-24-5,,,20.4,16.1,12.9,,,,,amine,,0.4,1,hspip_solvents,,
"4-Bromo-1,2-Butadiene",18668-68-3,,,17.0,6.5,4.7,,,,93.3,halogenated,,0.55,2,hansen_a1,,
4-Bromo-1-Butene,5162-44-7,,,16.5,6.0,4.5,,,,102.0,halogenated,,0.55,2,hansen_a1,,
"4-Chloro-1,2-Butadiene",25790-55-0,,,16.6,8.0,6.7,,,,89.5,halogenated,,0.55,2,hansen_a1,,
4-Chloro-2-Nitrotoluene,89-59-8,,,19.9,11.8,3.8,,,,132.0,nitro,,0.55,2,hansen_a1,,
4-Chloroanisole,623-12-1,,,19.6,7.8,6.7,,,,122.5,ether,,0.55,2,hansen_a1,,
4-Chlorobenzaldehyde,104-88-1,,,19.9,7.2,5.6,,,,113.4,halogenated,,0.55,2,hansen_a1,,
4-Chlorobenzonitrile,623-03-0,,,19.5,8.0,4.1,,,,125.1,nitrile,,0.55,2,hansen_a1,,
4-Chlorobenzotrichloride,5216-25-1,,,20.3,5.5,3.5,,,,153.8,halogenated,,0.55,2,hansen_a1,,
4-Chlorobenzyl Alcohol,873-76-7,,,19.6,7.5,13.0,,,,117.7,alcohol,,0.55,2,hansen_a1,,
4-Chlorothiophenol,106-54-7,,,20.8,8.6,10.6,,,,100.0,alcohol,,0.55,2,hansen_a1,,
4-Ethoxy Acetophenone,1676-63-7,,,18.8,10.3,6.4,,,,162.6,ketone,,0.55,2,hansen_a1,,
4-Ethyl Morpholine,100-74-3,,,17.7,5.0,6.6,,,,,amine,,0.4,1,hspip_solvents,,
4-Ethyl Phenol,123-07-9,,,18.3,5.2,12.6,,,,,alcohol,,0.4,1,hspip_solvents,,
"4-Ethyl-1,3-Dioxolane-2-One",4437-85-8,,,17.5,9.8,3.0,,,,,ether,,0.4,1,hspip_solvents,,
4-Fluoro-3-Nitrobenzofluorid,,,,19.4,7.2,3.7,,,,108.4,halogenated,,0.25,1,hansen_a1,,
4-Fluoro-3-Nitrobenzofluoride,364-74-9,,,19.4,7.2,3.7,,,,,halogenated,,0.4,1,hspip_solvents,,
4-Fluoropropiophenone,582-83-2,,,19.6,7.1,3.5,,,,138.8,halogenated,,0.55,2,hansen_a1,,
4-Hydroxy Benzaldehyde,123-08-0,,,19.4,15.2,14.5,,,,108.2,aldehyde,,0.55,2,hansen_a1,,
4-Hydroxycinnamic Acid,7400-08-0,,,19.1,6.7,15.9,,,,,acid,,0.4,1,hspip_solvents,,
"4-Iodo-1,2-Butadiene",29871-57-6,,,17.4,6.3,6.2,,,,105.1,halogenated,,0.55,2,hansen_a1,,
4-Methoxy Acetophenone,100-06-1,,,18.9,11.2,7.0,,,,137.8,ketone,,0.55,2,hansen_a1,,
4-Methoxy Benzonitrile,874-90-8,,,19.4,16.7,5.4,,,,121.0,nitrile,,0.55,2,hansen_a1,,
4-Methyl Cyclohexanol (Mix),589-91-3,,,17.2,6.3,12.5,,,,,alcohol,,0.4,1,hspip_solvents,,
4-Methyl-2-pentanone (methyl isobutyl ketone),108-10-1,,C6H12O,15.3,6.1,4.1,100.16,,,125.8,ketone,,0.55,2,accudyne_solvents,,
4-Nitrochlorobenzene,100-00-5,,,20.0,8.8,3.9,,,,121.2,halogenated,,0.4,1,hansen_a1,,
4-Nitrophenol,100-02-7,,,20.4,20.9,15.1,,,,93.1,alcohol,,0.55,2,hansen_a1,,
4-Pentenal,2100-17-6,,,15.5,8.1,6.8,,,,98.7,other,,0.55,2,hansen_a1,,
4-Vinyl Pyridine,100-43-6,,,18.1,7.2,6.8,,,,107.3,amine,,0.55,2,hansen_a1,,
"5,6-Dihydroxyindole",3131-52-0,,,19.5,8.8,17.9,,,,,heterocyclic,,0.4,1,hspip_solvents,,
"5,6-Dihydroxyindole-2-Carboxylic Acid",4790-08-3,,,19.5,8.1,17.7,,,,,acid,,0.4,1,hspip_solvents,,
"5,6-Indolequinone",582-59-2,,,19.5,9.3,7.8,,,,,heterocyclic,,0.4,1,hspip_solvents,,
"5,6-Indolequinone-2-Carboxylic Acid",,,,19.5,8.3,10.6,,,,,acid,,0.25,1,hspip_solvents,,
5-Bromo-2-Nitrobenzotrifluorid,,,,20.0,6.0,4.9,,,,150.1,halogenated,,0.25,1,hansen_a1,,
5-Bromo-2-Nitrobenzotrifluoride,344-38-7,,,20.0,6.0,4.9,,,,,halogenated,,0.4,1,hspip_solvents,,
6-Chloro-2-Nitrotoluene,83-42-1,,,20.3,9.6,3.8,,,,132.0,nitro,,0.55,2,hansen_a1,,
"9,10-Anthraquinone",84-65-1,,,20.3,7.6,4.8,,,,,other,,0.4,1,hspip_solvents,,
"9,10-Phenanthrenequinone",84-11-7,,,20.3,17.1,4.8,,,,148.2,other,,0.55,2,hansen_a1,,
a-Methyl Styrene,98-83-9,,,18.5,2.4,2.4,,,,,aromatic,,0.4,1,hspip_solvents,,
Acetaldehyde,75-07-0,,,14.7,12.5,7.9,,,,56.6,aldehyde,,0.55,2,hansen_a1,,
Acetaldoxime,107-29-9,,,16.3,4.0,20.2,,,,61.2,other,,0.55,2,hansen_a1,,
Acetamide,60-35-5,,,17.3,18.7,22.4,,,,60.8,amide,,0.55,2,hansen_a1,,
Acetanilide,103-84-4,,,20.6,13.3,12.4,,,,110.9,other,,0.55,2,hansen_a1,,
Acetic acid (ethanoic acid),64-19-7,,C2H4O2,14.5,8.0,13.5,60.05,,,57.1,acid,,0.7,3,accudyne_solvents,,
Acetic Anhydride,108-24-7,,,16.0,11.7,10.2,,,,94.5,other,,0.55,2,hansen_a1,,
Acetone (propanone),67-64-1,,C3H6O,15.5,10.4,7.0,58.08,,,74.0,ketone,,0.7,3,accudyne_solvents,,
Acetonecyanhydrin,75-86-5,,,16.6,12.2,15.5,,,,94.0,ketone,,0.55,2,hansen_a1,,
Acetonemethyloxime,3376-35-0,,,14.7,4.6,4.6,,,,96.7,ketone,,0.55,2,hansen_a1,,
Acetonitrile (ethane nitrile),75-05-8,,C2H3N,15.3,18.0,6.1,41.05,,,52.6,nitrile,,0.7,3,accudyne_solvents,,
Acetophenone (1-phenylethanone),98-86-2,,C8H8O,19.6,8.6,3.7,120.15,,,117.4,ketone,,0.7,3,accudyne_solvents,,
Acetoxime,127-06-0,,,16.3,3.7,10.9,,,,80.2,other,,0.55,2,hansen_a1,,
Acetyl Salicylic Acid,50-78-2,,,19.0,6.6,9.3,,,,133.5,acid,,0.55,2,hansen_a1,,
Acetyl Triethyl Citrate,77-89-4,,,16.6,3.5,8.6,,,,279.9,ester,,0.55,2,hansen_a1,,
Acetylacetone,123-54-6,,,16.1,11.2,6.2,,,,103.0,ketone,,0.55,2,hansen_a1,,
Acetylbromide,506-96-7,,,16.7,10.6,5.2,,,,74.0,halogenated,,0.55,2,hansen_a1,,
Acetylchloride,75-36-5,,,16.2,11.2,5.8,,,,71.4,halogenated,,0.55,2,hansen_a1,,
Acetylene (Ethyne),74-86-2,,,14.4,4.2,11.9,,,,42.1,other,,0.55,2,hansen_a1,,
Acetylfluorid,,,,14.7,14.0,5.7,,,,62.0,other,,0.25,1,hansen_a1,,
Acetylfluoride,557-99-3,,,14.7,14.0,5.7,,,,,other,,0.4,1,hspip_solvents,,
Acridine,260-94-6,,,21.7,5.9,2.0,,,,163.0,heterocyclic,,0.55,2,hansen_a1,,
Acrolein,107-02-8,,,15.0,7.2,7.8,,,,66.7,other,,0.55,2,hansen_a1,,
Acrylamide,79-06-1,,,15.8,12.1,12.8,,,,63.4,other,,0.55,2,hansen_a1,,
Acrylic Acid,79-10-7,,,17.7,6.4,14.9,,,,68.5,acid,,0.55,2,hansen_a1,,
Acrylonitrile (ethenylnitrile),107-13-1,,C3H3N,16.0,12.8,6.8,53.06,,,67.1,nitrile,,0.7,3,accudyne_solvents,,
Acrylylchloride,814-68-6,,,16.2,11.6,5.4,,,,81.3,halogenated,,0.55,2,hansen_a1,,
Adenine,73-24-5,,,20.0,16.0,14.9,,,,,other,,0.4,1,hspip_solvents,,
"Adipic Acid (1,6-Hexanedioic)",124-04-9,,,17.1,9.0,14.6,,,,107.5,acid,,0.55,2,hansen_a1,,
Adonitol,488-81-3,,,18.0,12.0,36.0,,,,,other,,0.4,1,hspip_solvents,,
Adrenalin,51-43-4,,,20.5,8.7,19.9,,,,,other,,0.4,1,hspip_solvents,,
Adrenaline,51-43-4,,,20.5,8.7,19.9,,,,154.5,other,,0.4,1,hansen_a1,,
alfa-Chloro Acetophenone,,,,20.0,9.6,5.7,,,,116.8,ketone,,0.25,1,hansen_a1,,
alfa-Methyl Styrene,,,,18.5,2.4,2.4,,,,130.0,aromatic,,0.25,1,hansen_a1,,
Allyl Acetate,591-87-7,,,15.7,4.5,8.0,,,,108.5,ester,,0.55,2,hansen_a1,,
Allyl Acetic Acid,591-80-0,,,16.7,4.7,11.3,,,,102.1,acid,,0.55,2,hansen_a1,,
Allyl Acetoacetate,1118-84-9,,,15.9,6.9,8.6,,,,137.8,ester,,0.55,2,hansen_a1,,
Allyl Acetonitrile (4-Pentenenitrile),592-51-8,,,16.3,11.2,5.0,,,,98.5,nitrile,,0.55,2,hansen_a1,,
Allyl Alcohol,107-18-6,,,16.2,10.8,16.8,,,,68.4,alcohol,,0.55,2,hansen_a1,,
Allyl Amine,107-11-9,,,15.5,5.7,10.6,,,,74.9,amine,,0.55,2,hansen_a1,,
Allyl Bromide (3-Bromoprene),106-95-6,,,16.5,7.3,4.9,,,,86.5,halogenated,,0.55,2,hansen_a1,,
Allyl Chloride,107-05-1,,,17.0,6.2,2.3,,,,82.3,halogenated,,0.55,2,hansen_a1,,
Allyl Cyanide,109-75-1,,,16.0,14.3,5.6,,,,80.5,nitrile,,0.4,1,hansen_a1,,
Allyl Ethylether,557-31-3,,,15.0,4.8,5.1,,,,112.6,ether,,0.55,2,hansen_a1,,
Allyl Fluoride,818-92-8,,,14.9,6.4,1.0,,,,71.5,other,,0.55,2,hansen_a1,,
Allyl Formate,1838-59-1,,,15.7,5.4,8.8,,,,91.0,ester,,0.55,2,hansen_a1,,
Allyl Iodide,556-56-9,,,17.4,6.4,3.3,,,,90.8,other,,0.55,2,hansen_a1,,
Allyl Isocyanide,2835-21-4,,,16.1,13.0,5.4,,,,84.5,nitrile,,0.55,2,hansen_a1,,
Allyl Isopropyl Ether,6140-80-3,,,15.0,4.1,7.1,,,,129.0,ether,,0.55,2,hansen_a1,,
Allyl Isothiocyanate,57-06-7,,,17.0,11.3,8.5,,,,98.0,other,,0.55,2,hansen_a1,,
Allyl Mercaptan,870-23-5,,,16.4,6.2,7.9,,,,80.2,sulfur compound,,0.55,2,hansen_a1,,
Allyl Methacrylate,96-05-9,,,15.2,4.1,7.5,,,,134.8,ester,,0.55,2,hansen_a1,,
Allyl Methylether,627-40-7,,,15.0,4.3,5.9,,,,93.7,ether,,0.55,2,hansen_a1,,
"Alpha,Alpha,A-Trifluoro Toluene",98-08-8,,,17.5,8.8,0.0,,,,,halogenated,,0.4,1,hspip_solvents,,
"alpha,alpha,alpha Trifluoro oluene",,,,17.5,8.8,0.0,,,,122.9,halogenated,,0.25,1,hansen_a1,,
Ammonia,7664-41-7,,,13.7,15.7,17.8,,,,20.8,other,,0.55,2,hansen_a1,,
Amphetamine,300-62-9,,,17.5,4.3,6.3,,,,148.1,amine,,0.55,2,hansen_a1,,
Amyl Acetate,628-63-7,,,15.8,3.3,6.1,,,,148.0,ester,,0.55,2,hansen_a1,,
Anethole (Trans),104-46-1,,,19.0,4.3,8.7,,,,150.0,other,,0.55,2,hansen_a1,,
Aniline,62-53-3,,C6H7N,19.4,5.1,10.2,93.13,,,91.5,amine,,0.7,3,accudyne_solvents,,
Anisaldehyde (2-Methoxy,,,,19.4,11.9,8.3,,,,120.8,aldehyde,,0.25,1,hansen_a1,,
Anisaldehyde (2-Methoxy Benzaldehyde),135-02-4,,,19.4,11.9,8.3,,,,,aldehyde,,0.4,1,hspip_solvents,,
Anisidine (2-Methoxyaniline),90-04-0,,,19.5,5.4,11.4,,,,112.2,amine,,0.55,2,hansen_a1,,
Anisole,100-66-3,,,17.8,4.1,6.7,,,,119.1,ether,,0.55,2,hansen_a1,,
Ascorbic Acid,50-81-7,,,18.0,12.6,27.6,,,,106.7,acid,,0.55,2,hansen_a1,,
Azidoethane,871-31-8,,,15.9,8.9,12.9,,,,79.0,other,,0.55,2,hansen_a1,,
Benzal Chloride,98-87-3,,,19.9,6.6,2.4,,,,134.2,halogenated,,0.55,2,hansen_a1,,
Benzaldehyde,100-52-7,,C7H6O,19.4,7.4,5.3,106.12,,,101.5,aldehyde,,0.7,3,accudyne_solvents,,
Benzamide,55-21-0,,,21.2,14.7,11.2,,,,90.3,other,,0.55,2,hansen_a1,,
Benzene,71-43-2,,C6H6,18.4,0.0,2.0,78.11,,,89.4,aromatic,,0.7,3,accudyne_solvents,,
Benzimidazole,51-17-2,,,20.6,14.9,11.0,,,,102.7,amine,,0.55,2,hansen_a1,,
Benzisoxazole,271-58-9,,,20.6,11.5,8.8,,,,100.7,heterocyclic,,0.55,2,hansen_a1,,
Benzoic Acid,65-85-0,,,18.2,6.9,9.8,,,,113.1,acid,,0.55,2,hansen_a1,,
Benzoin,119-53-9,,,19.9,9.7,10.7,,,,187.7,other,,0.55,2,hansen_a1,,
Benzonitrile,100-47-0,,C7H5N,17.4,9.0,3.3,103.12,,,102.6,nitrile,,0.7,3,accudyne_solvents,,
Benzophenone,119-61-9,,,19.6,8.6,5.7,,,,164.2,other,,0.55,2,hansen_a1,,
Benzothiazole,95-16-9,,,20.6,5.2,8.4,,,,108.5,heterocyclic,,0.55,2,hansen_a1,,
Benzotrichloride,98-07-7,,,20.2,6.6,3.2,,,,142.1,halogenated,,0.55,2,hansen_a1,,
Benzoyl Chloride,98-88-4,,,20.7,8.2,4.5,,,,116.0,halogenated,,0.55,2,hansen_a1,,
Benzyl Acetate,140-11-4,,,18.3,5.7,6.0,,,,142.8,ester,,0.55,2,hansen_a1,,
Benzyl alcohol,100-51-6,,C7H8O,18.4,6.3,13.7,108.14,,,103.6,alcohol,,0.7,3,accudyne_solvents,,
Benzyl Amine,100-46-9,,,19.2,4.6,11.7,,,,109.2,amine,,0.55,2,hansen_a1,,
